A,B,D,H,F,E
4753,2969,1317,18680836,3802,2305
3533,3572,65,12249909,7018,2123
3533,1505,51,12405334,1040,2123
2343,3812,267,4471845,8848,748
2343,266,1392,5119377,9984,748
2343,228,1751,5090421,3337,748
2343,103,1067,5379748,8987,748
2343,2134,1949,1330483,8905,748
2343,1818,747,4131603,8630,748
2724,3677,1315,2584921,2097,59
2797,1110,496,7272649,7528,745
2797,4811,397,5913242,2671,745
3989,1110,1228,14549041,7528,436
3989,737,113,15828840,1945,436
3989,922,671,15293459,4034,436
216,3967,1860,-7331964,6076,944
216,642,382,-198588,3930,944
172,4844,1373,-6621228,9201,51
172,2342,1099,-2544274,8334,51
2296,1854,228,4848904,9511,2350
2296,1155,1861,3122161,2632,2350
3549,1432,1718,10135225,4118,1082
3549,149,1792,12328393,1708,1082
2267,1593,524,4304557,6401,1336
2238,2004,481,4044720,4612,1673
1787,2004,1202,784561,4612,2126
1787,3337,1775,-2729806,698,2126
1787,1896,733,1803601,6273,2126
4545,2004,392,19871457,4612,2859
4545,1557,1110,18928755,6033,2859
4545,4688,1206,15003297,917,2859
2952,201,1987,8314917,18,318
2952,3762,580,6532344,3249,318
1785,1652,1609,528157,5466,1916
3783,4747,1246,8396327,1678,391
4646,4747,1269,15561373,1678,1573
2531,250,1107,6129211,9883,686
4387,2793,1159,16008682,2187,2206
3457,1201,74,11861975,3659,23
2719,1451,641,6462870,6270,2175
2719,257,1155,7096126,3150,2175
2719,3506,727,4844099,2382,2175
3137,1451,1003,8385416,6270,2813
4525,88,1148,20374601,3641,2512
4874,3423,1040,20195956,9138,2311
4874,1283,1491,21842923,436,2311
4874,1694,159,23486530,6159,2311
4874,1737,59,23653393,9122,2311
2771,1283,262,7342295,436,2231
2771,346,1164,7275697,2936,2231
3917,4028,1142,10742913,1869,1118
3917,2453,1123,12588170,4394,1118
3917,2683,97,15082638,4677,1118
1961,366,242,3756949,4876,1186
1845,2232,1793,-597951,3789,1830
2935,4037,1008,4544929,751,723
2935,1730,1838,5434485,5132,723
4070,2300,1755,12528400,5654,2731
2029,2300,1245,1253341,5654,1819
2029,376,73,4089393,7491,1819
2029,4597,1464,-2613167,9325,1819
138,266,1034,-256000,9984,1598
1054,3085,1357,-3075429,9033,2903
1054,3477,573,-881405,9294,2903
2181,3085,1236,943701,9033,1197
2181,1677,1608,2060145,8234,1197
2181,1097,470,4241171,7705,1197
4382,3085,1633,14164119,9033,2712
4382,2550,1097,16404574,4155,2712
3690,4053,1388,7990536,2241,2415
3690,3442,1160,9623380,2659,2415
3690,1155,581,12945045,2632,2415
943,1257,1953,-1565672,6354,422
943,1798,167,588983,3022,422
761,1257,1223,-958190,6354,457
761,3252,1060,-2867999,5437,457
509,1215,1488,-1548839,2872,1187
509,2227,1303,-2642700,850,1187
509,4607,242,-855813,6857,1187
2304,1215,1961,2925801,2872,1550
3423,1858,1264,9368417,126,352
3423,2611,1375,8126804,9451,352
3423,4932,1404,4792401,7551,352
3423,4460,687,8652909,533,352
4834,1858,1384,20796084,126,770
4834,1225,1625,21376931,5661,770
4834,801,18,23353138,7059,770
610,745,1155,-488375,2313,793
610,2779,561,-1186919,2748,793
2772,162,996,7522632,2914,156
2772,4506,643,4786626,9290,156
447,162,1401,-27153,2914,2689
3768,4819,1060,9089684,9222,2137
3768,3341,868,11297836,851,2137
2379,4265,482,3603911,7247,2364
4508,534,781,19905010,255,2459
1288,4192,1358,-4033792,3654,1572
1288,3596,1697,-4443468,2678,1572
387,4192,1347,-5496855,3654,1140
387,1174,706,-679075,7889,1140
387,4500,1826,-8067231,2022,1140
741,1776,1414,-1962183,5911,2926
741,3276,755,-1924299,7089,2926
2011,1984,1593,883609,7874,2854
2011,1418,898,2770757,6709,2854
455,1984,306,-400079,7874,1016
1755,1832,1990,-565655,2280,1627
4663,2269,1685,17920304,7247,2668
3778,3581,424,12754940,5026,1150
3778,659,211,14134235,612,1150
3778,4476,1654,6869980,1222,1150
2728,3300,499,5795284,9778,9
2985,3300,1826,2884425,9778,1211
2985,4222,188,8116489,6289,1211
3611,3300,215,12329821,9778,733
3611,4937,503,10556010,2242,733
3611,4142,599,10558263,2609,733
3307,2909,1057,7861436,6620,1768
3307,195,974,10746319,3462,1768
3307,3704,535,8954609,6014,1768
3307,680,271,10751969,2554,1768
1125,1550,1539,-1119825,6751,1235
4671,3697,1736,15400249,7736,92
4671,4639,1529,14725210,3226,92
4671,4361,371,20200310,9767,92
4452,2910,962,17020884,2461,1596
4452,513,857,19380663,5202,1596
3652,4528,1587,6151168,6750,1432
3652,20,395,13329204,163,1432
3965,2200,1339,12775425,4945,1179
1677,2200,1282,-8071,4945,2991
1677,3262,1570,-2309011,1669,2991
1173,2477,857,-746860,9576,397
1173,3352,374,122281,8362,397
1173,2596,1361,-2157227,6013,397
4108,652,1068,16179328,4871,914
4108,4436,975,12550564,4686,914
4108,4811,1297,10635797,2671,914
4108,697,862,16274850,8225,914
4115,652,1671,15843733,4871,2936
4115,888,1849,15291313,3680,2936
4115,597,1520,16025785,5437,2936
2669,652,1845,5920621,4871,401
2669,151,426,7059235,2104,401
2615,652,402,6576121,4871,528
2615,2717,1616,2447553,2667,528
2615,1835,857,5265630,9979,528
2615,1682,131,6617883,2548,528
4708,2791,1700,17420564,9185,2610
4708,4179,1600,15478864,8228,2610
2833,2791,1206,4659943,9185,2317
4542,95,153,20615229,4510,920
1328,2227,332,1024220,850,2982
1328,2198,1160,-786096,7604,2982
1328,2772,723,-240572,8934,2982
895,3987,121,318598,8622,1281
895,4457,1214,-4609773,7023,1281
895,2579,1265,-2461410,8832,1281
1736,3987,792,-144008,8622,1742
1736,3949,411,1390657,476,1742
1736,1382,962,1684212,1544,1742
1736,3137,894,209218,7263,1742
680,2523,318,-339914,6065,2278
647,112,1995,195169,698,2874
2900,3316,1994,1797896,9951,930
2900,2084,1122,6071752,3155,930
4099,3316,1401,12156085,9951,627
4099,2426,1761,12529615,6949,627
4099,3601,1545,11238256,711,627
1157,3316,1654,-4146015,9951,1689
1157,4653,313,-117740,347,1689
1228,1044,1271,181060,552,201
1228,2092,395,681644,8578,201
1524,1902,1153,129570,1254,1130
1524,3534,426,817092,3489,1130
1495,345,126,2191555,6153,2035
2775,3352,1545,2521785,8362,1342
2775,4432,577,5143361,4217,1342
2775,4329,214,6774219,470,1342
2369,1901,1664,2448897,6515,2745
2369,153,1433,5392912,3315,2745
4264,4399,924,14117020,3869,2328
3771,73,1563,14106342,1787,1892
3873,73,1071,14921946,1787,209
3873,53,699,14963082,5034,209
3873,3151,566,13216663,7215,209
997,4352,1795,-6817831,2591,887
4393,4352,257,18179985,2591,1373
4393,2068,1092,17040193,6502,1373
4393,1619,1331,17143560,9180,1373
2318,3575,1124,1354824,5609,2099
2318,317,1814,4798086,3487,2099
2449,1231,1052,4702589,1180,2860
2449,2482,1756,1639209,465,2860
2449,3428,1219,1818869,548,2860
2449,2297,1430,2712891,1668,2860
2449,1691,864,4536577,8885,2860
2408,3433,1255,1490049,2852,1056
4462,164,1121,19725600,897,1694
2645,3602,641,4687143,6151,1704
1689,3252,1966,-3540711,5437,2296
1689,1004,584,2266385,128,2296
4096,4269,1111,12034357,1552,843
4096,2213,1809,12773899,2760,843
2813,1938,633,6686215,5258,1221
2813,955,267,7657984,7289,1221
3703,2629,724,11808813,9684,2152
2336,2309,203,4988169,8951,993
2336,4314,277,4261918,8679,993
2705,3254,1744,1642049,3896,118
2705,1561,1230,5396995,3199,118
4903,653,501,23712256,4015,195
4903,2980,1608,19247569,5064,195
709,1733,113,306852,7633,781
709,2879,1126,-2739073,9874,781
4818,1733,1349,20875307,7633,2574
4778,1247,806,21824202,2097,2138
4778,4823,1218,16954870,1389,2138
4778,3918,1510,16913104,546,2138
1594,1247,1748,361080,2097,367
1594,2393,270,1894726,1347,367
3552,1247,930,11456994,2097,1782
1051,76,1294,1006257,5996,547
1051,166,894,956197,5812,547
3545,2639,1377,8933122,2614,934
3545,120,1491,12388105,4924,934
3545,1385,756,11519965,6747,934
267,4574,144,-587367,78,2725
267,1317,470,-547701,6664,2725
3045,4574,1153,3998203,78,930
3045,173,1189,9066328,5843,930
1516,3988,1070,-1968904,4565,1449
1516,2146,1495,-910014,7527,1449
1516,1515,784,1110496,5140,1449
1516,563,525,2002681,6271,1449
396,3988,575,-2136284,4565,1251
396,4696,265,-1087624,8124,1251
2647,3988,1266,1957801,4565,2384
2647,3908,675,4368709,5264,2384
2647,3766,1397,1745507,3608,2384
2647,2246,1562,3498357,3328,2384
723,2562,1721,-3886473,5692,927
723,4988,1138,-5153615,6917,927
723,1186,1026,-694107,2073,927
1723,2562,1760,-1540391,5692,2581
1723,2071,180,2595949,2148,2581
1723,3634,633,668407,9958,2581
1723,2350,75,2792479,5596,2581
803,1775,314,87459,3978,1668
3837,4827,1084,9490101,2411,2152
3837,4401,298,13411071,129,2152
3837,2633,12,14690973,2215,2152
2386,208,331,5624148,5529,921
4921,234,154,24180205,7851,1149
4921,2593,651,22528198,9782,1149
1088,2114,1417,-1811794,3813,768
4257,1486,750,17007549,3934,1096
4257,4393,721,14954696,8437,1096
3773,2811,1356,10423813,4520,2273
3773,4521,235,13173094,4462,2273
2337,1821,536,4485513,3975,1866
2337,924,244,5236113,2993,1866
532,4009,275,-819451,1649,662
532,2583,682,-1478582,3416,662
882,1223,1273,-778955,3469,1259
882,418,1479,159702,4980,1259
3395,3225,1321,7265800,4953,2598
3395,1756,1388,9088697,8982,2598
4757,955,1689,21016054,7289,2956
4757,3710,1091,18581439,6404,2956
4757,124,260,22596809,5086,2956
3437,955,1625,10261094,7289,699
3437,3017,1256,8023617,6118,699
3437,737,972,11096605,1945,699
3437,3495,507,10041004,648,699
559,3440,804,-2453279,5757,2714
2295,3440,145,4768225,5757,1903
477,3984,896,-3342135,7913,1857
477,4116,1947,-7786323,9760,1857
3823,3984,718,11754817,7913,1115
3823,2973,179,14083162,8273,1115
4437,3453,545,17805084,3359,709
4437,1382,1177,18060355,1544,709
3064,1021,280,9102216,1157,1680
4447,490,939,19315699,951,1102
3593,490,1237,12303519,951,823
3593,4591,917,8699702,2685,823
3593,3678,1220,8422489,4131,823
4693,490,1265,21404399,951,1493
4693,1012,33,21990853,3302,1493
4693,4176,567,19656457,4023,1493
4693,4006,310,20782389,9729,1493
157,490,265,-105201,951,1953
157,1702,976,-1636503,2505,1953
157,516,942,-461423,1411,1953
2462,3355,477,4461109,3232,2813
2462,1101,103,5948041,9030,2813
3913,3355,151,14804964,3232,694
3913,524,1720,14410289,4288,694
936,3355,1825,-5246779,3232,1382
936,1647,1796,-2081916,3121,1382
936,2849,1133,-2351821,4086,1382
3952,2169,1084,13267108,7372,88
4112,1131,1485,15229009,1882,773
4112,3279,1731,11232595,7896,773
4112,2886,98,16625716,662,773
3291,1131,1211,9461040,1882,1450
3291,4303,118,10322927,4771,1450
1436,1803,1797,-1177895,3772,1243
1436,3442,1185,-2016674,2659,1243
1436,422,1948,1240040,6790,1243
472,1803,1344,-2200448,3772,367
3775,2931,465,12887710,1257,1175
3775,1736,1144,12264641,5090,1175
3775,1391,781,13164254,3853,1175
4231,2360,298,17198081,8107,1126
4231,480,1001,17420881,668,1126
2012,2360,83,3852264,8107,627
2012,2667,1577,-157715,4942,627
2012,1391,1219,2352515,3853,627
2626,2360,1286,3860916,8107,1839
2626,4872,1472,-275708,7057,1839
4471,2759,174,19509775,8011,1473
1981,3985,1685,-2790364,6059,1444
1981,3556,1468,-1295847,9587,1444
1982,3002,962,1040400,3621,837
1982,3889,134,3407198,7392,837
4534,3002,596,18767964,3621,872
4534,1904,1071,18517972,2162,872
3474,1418,1710,9643896,6709,2587
3474,839,1920,10457796,1311,2587
2652,4275,1263,1633779,6337,2146
58,1591,88,-136644,7992,2972
58,4597,944,-4336204,9325,2972
58,4254,1218,-5178008,842,2972
4286,1591,411,17715895,7992,2113
4412,2724,634,17738728,3167,1902
4412,659,1571,18430455,612,1902
4412,1207,325,19073469,5995,1902
4635,2724,656,19696281,3167,2137
4635,69,937,21418572,8016,2137
2726,2961,1206,3860110,3574,2582
2726,3616,46,7264740,6636,2582
1846,2961,872,825724,3574,813
1846,1510,394,2812776,8061,813
1846,2455,1696,-755964,9531,813
3324,3238,819,8397054,8181,2658
3324,4721,703,7730113,8635,2658
876,3238,64,560144,8181,359
876,558,920,254016,8352,359
2431,3238,1356,1519033,8181,2544
2431,1729,1326,3617107,4421,2544
4074,4099,1604,10022680,137,1945
2957,4099,1107,4206256,137,124
2957,212,1540,8417369,7083,124
3984,4806,17,15790554,865,148
3984,4069,1054,11583530,9635,148
3984,1730,1474,13322236,5132,148
4380,4806,829,15200226,865,1023
4380,3025,327,18195225,9204,1023
4380,4996,980,14288320,6311,1023
349,4806,593,-2728157,865,1188
1637,4806,323,1127431,865,2386
1637,2113,1466,-417889,1076,2386
1737,2691,456,1790073,793,1212
1737,3173,1276,-1031579,6302,1212
325,4935,1607,-7824920,4289,2513
148,3710,392,-1432416,6404,323
729,4401,575,-1999134,129,1165
3804,4401,631,11693385,129,466
2272,1361,72,5063992,5386,1399
2345,1333,365,5012480,9821,233
3864,1333,21,14902503,9821,1431
3082,2616,305,8700844,6302,823
3082,1747,947,7844315,785,823
3116,142,399,9652798,6915,1588
3116,3569,1418,4648614,1710,1588
4501,2425,1667,16216526,3515,2785
1313,2425,1756,-2534331,3515,1782
1313,2842,1176,-1618223,25,1782
1313,1781,1843,-1558414,7778,1782
3524,2425,923,10180301,3515,2343
3524,2079,1498,9304234,7168,2343
3905,4237,1831,7491078,4011,2615
3287,341,5,10802664,9664,2493
201,3399,1802,-6084597,1337,99
4893,3399,1015,20491464,1337,992
466,4619,430,-1769014,8419,133
466,452,1121,-289536,3971,133
466,3367,1943,-6324925,6091,133
466,2623,1454,-3596686,1620,133
714,3011,1354,-3567098,1522,1655
714,3126,811,-2025390,7970,1655
4148,1874,959,15408738,4160,1990
4731,1874,1128,20268489,4160,2630
353,4750,119,-440641,6294,1325
4727,2905,789,20052484,8689,760
1070,2905,1875,-4301975,8689,679
1070,661,291,952549,5131,679
40,3091,27,-81857,8170,2350
40,121,23,-1183,6534,2350
1258,1017,1511,45877,6514,1171
2245,1017,551,4479658,6514,1102
4204,1017,1560,16087096,6514,2967
4204,3588,1524,12205504,3159,2967
3685,1017,1798,11750659,6514,893
3685,2437,340,12750645,7708,893
1101,1017,609,592848,6514,620
1923,4256,1996,-4797047,9361,2108
4193,3576,173,16962601,4626,1052
2979,1613,1945,5737156,5565,2433
2979,1687,1631,6122944,3802,2433
2452,3313,1634,598862,8134,1480
2452,2821,1757,1055807,4042,1480
1468,153,383,2096425,3315,2239
2765,3156,1552,2747113,1212,382
2765,2708,1094,4682673,7628,382
372,3156,201,-495972,1212,2849
4430,1209,1670,17605870,5213,1657
4242,1209,1024,16756548,5213,1619
3020,1057,86,9029498,9900,1679
3020,4044,454,7284424,7967,1679
3020,2994,1092,5850952,7473,1679
2566,1057,78,6501910,9900,65
2566,1748,728,5311812,4703,65
2566,1504,1425,4441156,6495,65
4562,4074,1881,13148650,5903,10
4562,188,1786,20476076,1823,10
4562,4707,1619,13191211,9014,10
1257,4074,1027,-2603949,5903,333
658,2359,772,-1388184,7502,1651
658,3831,291,-681857,8999,1651
658,1835,1028,-1453416,9979,1651
4617,4021,1156,16668413,4376,1626
4617,2348,1341,18168021,8175,1626
4316,4021,244,17646732,4376,937
4316,4893,1249,12516499,7993,937
2864,4021,182,7470674,4376,992
204,3770,89,-293914,7783,2955
117,609,412,-237219,8906,15
117,4378,1685,-7363241,25,15
851,1702,988,-957375,2505,1055
3154,4330,1410,3842416,6705,821
3154,722,1503,8862550,6475,821
2551,3421,1308,2032933,496,2055
2551,769,1606,5272587,4264,2055
2829,228,1603,7637757,3337,386
660,93,50,430950,7166,350
660,1177,895,-617815,4463,350
660,1751,1324,-1882724,7359,350
660,3327,1995,-6201765,1813,350
3639,93,330,13211631,7166,2470
3630,1543,1843,10333151,3166,1072
1384,2362,1450,-1509444,4702,1064
2253,3828,1566,-918639,9637,2070
2253,647,947,4463300,3126,2070
2204,3993,800,1663216,6051,1055
2204,1828,276,4353088,9419,1055
2204,152,1305,4659256,954,1055
3577,3993,1285,7663924,6051,1214
824,3908,897,-2826500,5264,918
3228,2701,1910,5261074,275,552
3228,1146,1416,8797248,1805,552
3228,2443,1893,5795385,2345,552
3228,1192,738,9540288,6597,552
1082,1905,1129,-980021,797,1030
1082,3390,1914,-5317736,4831,1030
1397,1905,111,1740154,797,2817
1397,2054,1658,-1453923,503,2817
1397,2236,894,-47375,3085,2817
1425,4997,1308,-4505451,2775,2588
770,3757,107,190901,8519,1019
770,104,1577,428892,9232,1019
770,2016,929,-1279964,1335,1019
2448,4800,47,5767104,4350,213
2448,3999,986,2049690,7988,213
1434,4800,1957,-7337244,4350,723
1434,1309,1560,14316,409,723
667,3138,220,-245471,7856,2477
333,3435,1887,-6370956,1845,1453
333,3844,218,-727103,952,1453
333,4138,508,-1991215,7078,1453
3721,577,643,13474830,537,580
3145,577,496,9604833,537,34
3145,2979,192,9319057,3784,34
207,577,1782,-985365,537,1177
3916,2456,1812,10884784,7960,427
3916,1134,739,14497030,4485,427
3916,1651,966,13740190,744,427
2509,2100,1628,2876281,6664,1950
2509,2297,1595,2631366,1668,1950
2509,4455,1823,-1826384,9551,1950
2509,768,1656,5023273,9076,1950
2546,2120,512,5396676,3196,101
2546,2422,652,4902972,5517,101
2546,2459,1219,3484595,7517,101
3333,2821,122,10764727,4042,1041
3333,3875,146,10543139,3652,1041
3333,255,336,11023209,8837,1041
3333,3748,501,9231141,5698,1041
3333,4867,1657,3044270,5715,1041
2474,3035,433,4806521,4838,852
3088,1701,1249,7411195,2251,2488
3088,4030,1425,3792994,472,2488
1953,1146,651,3068163,1805,1635
1953,3380,343,2654869,5310,1635
1953,237,198,3767283,4245,1635
3196,2608,1614,6005104,4100,2002
1346,149,1740,1552456,1708,2873
1346,3865,1716,-4820624,6317,2873
1346,4853,1153,-3783793,532,2873
1721,578,1892,1868265,255,452
1721,2307,1050,539491,4509,452
1721,3047,661,947774,2226,452
1784,4144,123,2672944,7217,1259
1784,4215,1008,-1066064,7729,1259
1784,2542,116,2887784,8800,1259
1784,3251,1374,-1284218,7329,1259
433,4144,1922,-7777279,7217,1948
3622,1839,62,13004866,6929,580
3536,1950,1300,9968296,3836,1555
3536,427,1481,11870909,8119,1555
3536,4794,1823,3763834,7607,1555
3902,1950,1223,12840754,3836,661
4058,1518,1446,14272336,4268,399
815,1518,74,551893,4268,2182
815,4254,584,-1820111,842,2182
4497,1518,57,20136483,4268,2836
4497,4985,1977,10367664,1539,2836
4497,3123,1355,15991344,1773,2836
4497,3048,1244,16431297,7353,2836
4640,4722,1171,16000138,3550,2511
4640,774,614,21054364,1798,2511
4640,3341,300,20527300,851,2511
2075,4722,511,1892683,3550,2875
2075,419,688,4017353,3261,2875
2075,1885,995,2430050,8058,2875
52,3658,780,-2850536,2095,365
52,83,930,-74486,6933,365
1366,3513,285,864751,3837,2744
4814,3309,973,19954939,4450,492
2969,396,1672,8152849,5708,287
2941,4210,78,8321101,8737,2789
2498,1326,314,5823640,8379,2117
2498,109,1594,6066258,1549,2117
2498,1664,185,5932164,1904,2117
95,1326,1633,-2156333,8379,1539
625,139,280,351705,5657,1156
625,796,1174,-543879,2749,1156
4528,3306,399,19183690,5204,1691
4528,2806,315,19618894,5860,1691
2943,3306,1282,4422957,5204,1506
2943,1963,1229,6248722,4892,1506
4444,3801,1254,14982682,8682,1886
3212,4690,1459,3474234,9069,2391
3212,2125,1828,6432444,24,2391
3212,2036,1843,6564596,5507,2391
3212,4200,222,9384544,1205,2391
2288,413,412,5064788,8119,2865
4987,3120,1159,21254089,5460,2799
4987,1391,524,24141285,3853,2799
2746,3120,1412,3135076,5460,967
2746,4652,1287,1553392,9020,967
3341,3120,1762,5664841,5460,1895
3341,3893,1633,4805012,1610,1895
4411,2328,1720,15452761,5652,1308
4411,870,1870,17830021,2081,1308
1457,225,1873,1701424,8455,1793
4598,225,518,21025054,8455,2827
1778,870,342,2863744,2081,1481
1778,1403,911,1883151,6485,1481
1778,4702,1731,-4977878,2755,1481
4248,870,808,17342544,2081,532
4248,1030,1145,16866154,2606,532
4486,2482,329,19307618,465,1796
4486,1368,1858,17582452,9239,1796
4020,2482,889,13953902,465,63
3701,3201,1014,10451587,358,2757
3701,2285,287,13041606,1083,2757
3701,4829,1595,5995146,2326,2757
3526,3201,314,11427562,358,251
2140,1398,887,3339574,477,2069
1470,57,847,2112621,1572,398
1470,3476,1332,-2469132,5542,398
1470,4577,430,192790,8725,398
1674,2015,306,2185686,5847,1677
1219,2015,1773,-2086634,5847,98
1345,2589,1510,-2100365,2719,2597
1345,1463,232,1469609,9785,2597
3484,1117,675,11384281,2850,986
1738,3821,306,1851418,9297,432
3028,3821,951,5535013,9297,171
3028,2143,993,7040785,8587,171
3028,106,1435,9016674,5330,171
3831,3010,1781,9315751,206,1228
2395,4643,1665,-1994570,389,842
2395,587,1150,5060975,4970,842
1055,2450,1824,-3355775,7493,2194
984,2450,1548,-2824344,7493,1378
984,2308,924,-1164336,715,1378
984,4699,236,-140708,6195,1378
2555,3629,218,5736903,4945,2913
3612,3695,968,9469784,9497,1607
2934,2048,1263,6021732,9590,2434
217,1527,1548,-2316707,9911,2642
4569,3136,1011,17705265,4991,186
4569,316,1813,20302853,6082,186
1547,3136,61,2201913,4991,2077
1547,1594,27,2350171,6435,2077
1657,3136,799,239985,4991,497
1924,1681,1164,1745092,6508,53
1924,875,1165,2682401,2295,53
4750,1681,1255,20452845,6508,2408
2328,4035,1848,-2037096,2943,138
2328,2992,1416,1182912,6676,138
2328,551,117,5355117,2641,138
4965,676,905,24039445,2233,132
4965,2119,1638,21180303,4040,132
4965,1695,60,24549525,7005,132
1592,293,1372,2132468,5625,2601
1592,4926,799,-1401410,8859,2601
1592,1260,1570,556264,1665,2601
1592,170,1657,2252774,577,2601
63,1893,371,-698334,1979,523
63,4374,563,-2458593,8639,523
63,4995,1742,-8697321,7026,523
63,4887,1952,-9535455,6921,523
4656,3996,477,19772244,2629,2822
4656,3293,1368,17173512,37,2822
3928,260,218,15372504,3076,1020
3928,407,897,15064105,1988,1020
1438,541,1996,988008,397,676
3638,3291,1973,6741901,3214,2803
3638,1870,639,12040114,995,2803
206,3505,771,-2659919,576,408
206,1036,937,-928296,8386,408
1628,3505,1875,-3921491,576,392
1628,1115,647,1928979,171,392
1628,1813,1714,-457098,8038,392
4774,1978,533,21736802,3635,2705
1868,696,1395,2518504,1452,82
1868,2696,1601,-826872,5354,82
3834,864,774,14030820,2128,2498
3834,3026,1607,9836774,935,2498
3834,828,1129,13764744,1730,2498
3834,4423,1594,7649294,8157,2498
2007,2860,206,3438889,2453,2480
2007,4092,487,2035245,2024,2480
3801,2860,1424,10374961,2453,172
1879,3053,940,660821,2155,386
2526,3053,1979,338789,2155,1440
2526,1142,1685,4456406,9281,1440
4460,4453,1940,11252780,354,2794
4460,628,1556,18914432,2205,2794
1033,2850,1950,-4490411,9223,2439
1033,787,1325,24314,2434,2439
2655,1344,764,6022209,6253,2988
2655,1664,726,5840961,1904,2988
2655,3322,1939,607667,7474,2988
2655,373,751,6768902,9619,2988
2655,4628,1366,727177,1512,2988
3788,3019,613,12498297,8431,648
1171,3703,1159,-2920536,962,1670
3364,639,715,10859611,8822,2922
3364,933,1545,9875011,7235,2922
3463,4496,772,8521457,961,2115
3463,81,1425,11876944,7385,2115
3463,556,392,11774417,7232,2115
1977,3725,1714,-2476121,7345,609
1977,1715,394,3232819,6686,609
4153,4255,718,14192319,319,1457
4153,4688,369,15517537,917,1457
2150,1729,610,3567810,4421,1115
2150,4246,1697,-2582962,5094,1115
4338,1070,1995,16683594,2024,866
4338,1355,1090,17341294,6915,866
4338,1404,571,18016560,3877,866
4338,887,1913,17121413,9950,866
4338,2519,110,18541154,2067,866
4141,707,442,16835387,3215,2600
4141,82,175,17133531,1583,2600
4141,4829,1638,9237979,2326,2600
3253,707,1650,9415459,3215,393
3253,2213,718,8993075,2760,393
3253,1635,865,9167734,7066,393
17,4283,415,-1777156,7579,682
3987,4283,1570,9171859,7579,1570
3987,4184,1299,10461153,7812,1570
3987,4151,277,14746342,9727,1570
4445,3942,1177,15118291,9190,645
1191,3046,1642,-3583051,5705,324
1191,4777,881,-2790056,4651,324
1191,4236,1073,-3126747,595,324
3619,3657,1936,6017209,6932,322
4076,3657,368,15268000,6932,155
4076,2996,1358,12545208,7611,155
3757,337,415,13975194,6762,2482
3757,2336,530,12876969,5198,2482
2515,337,914,6017207,6762,1765
2515,49,420,6304645,3706,1765
2714,3753,508,5459272,5612,341
2714,2071,1179,4924087,2148,341
2359,1335,116,5410021,2921,2056
2359,2310,1652,1748761,1561,2056
4799,1566,695,21942031,4145,735
4799,3898,72,22749745,6295,735
4557,3610,1385,15766399,1754,2886
4429,436,622,19344849,4018,620
4429,1941,117,19388944,2644,620
4429,4077,1413,13855240,6525,620
2756,436,1712,6849104,4018,1253
2220,436,1584,4237776,4018,2183
2220,4718,353,3262946,9306,2183
2220,874,1158,3916308,838,2183
713,2080,1237,-2064591,2868,1513
713,3536,1483,-4735519,835,1513
713,1770,1444,-2047511,2501,1513
713,3303,1124,-3204203,680,1513
1586,2201,1959,-1796363,593,1368
1586,148,30,2510956,2043,1368
1586,3949,812,-691192,476,1368
594,2253,1278,-2526498,8079,83
594,4036,708,-2504652,4788,83
594,4854,556,-2345988,1641,83
3430,4464,104,11300644,3240,2720
2079,4464,1506,-2400543,3240,2862
4417,4810,634,16460349,4949,528
4417,1030,996,18484009,2606,528
1222,4442,184,675956,4460,829
2154,2325,1953,98991,954,202
2154,4547,1535,-2339929,6884,202
2154,53,1509,4559739,5034,202
1740,1317,95,2902485,6664,1514
4984,1317,1517,22842367,6664,1427
847,8,1589,704697,6782,2167
4587,2205,1610,17490519,4579,2458
1198,2031,420,582184,2389,1
1198,3659,1931,-5630325,6473,1
1031,2031,726,-411545,2389,1148
1031,1983,292,483925,1797,1148
1031,998,271,792503,2761,1148
2578,3188,1584,1596292,497,893
2578,3443,1048,3037820,8212,893
2578,452,1313,6052608,3971,893
4384,4311,778,15865498,3513,2000
4384,1524,446,18539752,6243,2000
4384,2757,1021,16404559,5568,2000
2317,2306,1430,2070909,5052,896
2317,4653,424,3395617,347,896
3175,3777,1120,5850385,3857,1184
3175,1362,1239,8393107,8234,1184
3175,90,1162,9976045,383,1184
2802,3777,546,5788962,3857,1600
2802,2674,415,6741494,9538,1600
2808,1105,171,7695909,2133,326
2808,3103,716,5663116,152,326
4409,1105,824,18528761,2133,637
4116,562,520,16649216,4595,53
3459,3482,1453,6905335,4530,2014
3459,2146,301,11318735,7527,2014
3459,3024,956,9073737,8247,2014
1374,197,1,1887679,7196,2198
1374,18,1032,1869300,6421,2198
3102,197,1913,9245543,7196,1757
3365,2661,1008,8640937,7770,211
4040,4479,1730,8572930,7094,631
2354,2659,187,5044083,2869,1592
2354,3449,470,3920286,2226,1592
2354,1530,983,4037326,2466,1592
2933,2540,1556,4650249,6313,24
604,2540,1182,-2637464,6313,949
1118,2521,1613,-2816449,263,793
1118,3506,1450,-3833776,2382,793
1724,4374,1579,-3934370,8639,332
1724,1353,1846,474538,8814,332
1724,1933,336,2322688,9124,332
4637,3876,786,18455233,1011,1759
4637,2299,169,21113238,8017,1759
4637,4944,1486,14154985,4392,1759
702,240,983,256884,3265,1440
742,240,1780,123364,3265,2312
742,4676,1818,-7950404,7248,2312
4146,1438,1206,15455088,3155,1688
1858,2817,182,2939470,4920,170
1858,895,1550,2064914,5212,170
1201,31,1250,1403651,7786,2964
1201,177,624,1331953,1009,2964
