A,B,D,H
69,321,1845,-587484
411,3365,1106,-3552769
126,534,1387,-724782
807,4530,515,-1681701
4599,705,429,20848356
573,4617,251,-830538
2705,1561,1230,5396995
4012,214,970,15888564
840,4188,223,-228324
2334,2244,1829,1343280
2113,3729,1834,-2374217
1933,2490,581,2289799
4658,114,60,21690124
3369,1634,144,11114865
3712,3663,1964,6584812
1555,799,1221,1442446
1932,675,281,3542949
815,4254,584,-1820111
1805,2844,771,1065301
4432,3071,310,18690614
4866,1698,1383,21329622
946,3917,475,-965659
3041,1657,947,7678502
820,3068,1546,-4070728
3817,4226,410,12836829
2128,1873,605,3395219
4503,2629,678,18494547
2590,3382,991,3356538
3730,4091,291,12722419
4281,3614,150,17784861
1259,3934,602,-783187
2822,4547,1317,1975285
4010,3711,1900,9029200
2845,1412,1941,5353333
636,840,226,214656
2925,1628,1222,6566209
390,3255,1997,-6348135
87,8,282,5313
2354,1530,983,4037326
2154,4547,1535,-2339929
2195,3165,202,4178695
4915,963,528,23648761
469,4322,434,-1655787
2911,3643,457,6809070
2667,1339,1146,5578395
2215,3116,944,1964721
421,1761,143,-74582
693,3481,75,219174
375,1963,1823,-3437924
571,2904,174,-179255
1333,1194,1861,-445145
3992,752,1588,14741888
3544,1115,201,12335821
2435,2964,1927,217597
1010,4855,1010,-3883450
1470,3476,1332,-2469132
3044,3870,251,8294566
4091,108,252,16709065
3834,828,1129,13764744
2057,572,367,4021325
2885,4002,148,7730929
4163,1607,691,16220132
4077,890,1026,15708789
461,3649,511,-1652118
3880,4942,1464,7819312
598,4042,271,-737778
3560,2193,1404,9594628
736,3573,1487,-4771355
4105,829,418,16504503
4047,3682,985,12751439
2097,3821,1017,511452
2422,50,1271,5802534
2234,2769,1430,1031086
892,602,271,632522
4523,572,1762,19449665
1925,951,1741,2049934
1098,3330,459,-322866
1037,3706,1968,-6218039
4540,1263,1999,18086863
916,4582,24,729088
3864,1333,21,14902503
988,1735,1930,-2372406
384,1494,1773,-2501406
3000,3093,569,7240083
4456,2466,118,19564948
3316,1405,1701,8605951
2029,4597,1464,-2613167
430,409,596,-58864
3401,2039,1459,8591900
2613,2807,1853,1626398
2975,4345,191,8020730
1899,1986,565,2484111
157,490,265,-105201
3333,2821,122,10764727
4902,592,891,23502132
1281,2845,1963,-3943774
3387,4722,1864,2669961
1986,2594,331,3085582
4326,503,1152,18134820
2295,3440,145,4768225
4789,2194,1039,20654955
1793,3272,1064,-266559
617,3441,273,-558704
3554,4637,357,10975507
3854,1277,1145,13391151
115,3655,1147,-4179060
2571,1914,1633,3484479
479,4868,1512,-7130975
4567,687,1759,19649056
256,1058,1542,-1565900
39,896,1146,-1025295
3033,1616,1956,6038193
4346,100,1337,18754016
4549,1787,1228,18498965
4494,1489,1770,17560506
4131,4990,437,14884531
3444,3712,1327,6935312
4000,1453,664,15035208
1624,2044,117,2398228
1479,64,299,2168305
439,4595,463,-1934764
1546,3053,1970,-3624294
4338,2519,110,18541154
2812,369,365,7772659
2220,874,1158,3916308
1316,334,767,1475678
2655,4628,1366,727177
2875,1176,1238,6809737
3672,3772,182,12797080
6,495,1725,-853839
2551,3421,1308,2032933
2534,3019,508,4887504
2710,1541,1341,5277619
3147,1481,1527,7642122
3792,3797,834,11212566
3875,2669,1228,11738093
1796,4601,82,2848334
599,4428,253,-761483
1029,2135,16,1024681
1724,4374,1579,-3934370
510,1390,263,-105470
3341,3893,1633,4805012
2273,4828,931,671661
2899,930,1552,6960841
4197,4080,656,14938329
181,2660,1305,-3438539
356,4551,319,-1325033
1286,843,915,882451
2100,3210,903,1511370
2319,1431,1739,2889252
2486,3581,831,3204385
902,3956,178,109436
1381,751,439,1577472
4908,2055,990,22054014
557,2764,1312,-3316119
1472,2338,983,-131470
3649,1657,471,12534754
411,287,1077,-140178
4485,1014,1562,18531357
1856,4219,199,2605155
1839,2066,49,3280687
2606,1348,178,6551292
365,4849,1434,-6820241
2679,2110,821,5444731
2040,980,1320,2868000
3795,56,319,14384161
624,2794,1758,-4522476
3520,359,1610,11812410
88,1519,481,-722895
3325,91,1991,10874444
3564,3297,1727,7008177
4196,1043,326,17266398
2892,3270,1825,2395914
1672,1307,863,1667643
2017,2858,884,1541817
1895,451,479,3374996
3066,2634,1537,5351898
2502,4662,1987,-3003390
3418,2399,1390,8348114
2164,2675,73,4487621
80,3031,1235,-3736885
1839,143,454,3316999
4215,2892,390,16638345
4290,3751,1694,12049906
4374,2844,1365,15249816
3834,4423,1594,7649294
405,2369,1962,-4483953
3250,1189,1582,8681502
1378,3819,325,657709
1086,1748,390,497676
1232,1908,1923,-2151260
4835,1458,931,22019827
3123,3560,289,8724289
3614,883,514,12607134
3228,1192,738,9540288
3970,1256,1890,13387060
715,3501,220,-258995
1368,4243,1876,-6088444
3041,999,1221,8027902
3123,1405,1788,7240989
3536,4794,1823,3763834
2081,1221,1338,2696863
4577,3936,869,17528545
108,1350,1484,-1991736
72,700,163,-108916
2798,2103,1271,5155891
4111,4852,896,12552929
1676,2236,1008,555088
3101,2626,337,8731239
1817,1017,1537,1738360
3017,4900,32,8945489
4652,2711,1534,17482430
3232,296,1739,9931080
2585,689,150,6578875
1308,1763,1225,-448811
3162,1116,732,9181332
3868,833,854,14250042
506,1367,125,85161
4321,1163,189,18451234
2123,3064,210,3863689
2855,3933,1305,3018460
436,539,777,-228707
1597,300,1720,2034409
4657,2349,678,20095027
1032,2864,1637,-3623344
2747,3018,545,5901199
1199,4022,1962,-6453563
3514,1865,627,11178841
475,4402,1077,-4515329
242,2889,1698,-4846958
3667,4278,215,12527119
3692,4220,341,12191844
2965,2585,1668,4479445
4265,404,952,17805617
1912,1612,1006,2034072
570,2959,1704,-4717236
3385,1799,1056,9558481
1092,3263,1363,-3255005
234,2205,1543,-3347559
635,111,308,369037
1750,4280,1107,-1675460
3797,2560,1909,9530169
1318,3211,297,783457
2045,1015,121,4059210
3354,4657,1711,3281189
2779,4923,1622,-262265
2600,823,1321,5672817
358,1035,787,-686381
4633,26,3,21464611
1812,3235,386,2034634
2615,2717,1616,2447553
4962,793,1306,23585786
577,1752,480,-508031
4696,2874,1830,16792996
1586,3949,812,-691192
4956,3881,588,22279908
386,4743,1090,-5020874
3687,2785,449,12343504
3868,4527,1317,8999365
1250,907,550,1063650
1654,4146,1167,-2102666
2602,4316,286,5536028
1312,2906,635,-123966
401,4761,799,-3643238
3138,3606,1962,2772072
4912,1677,517,23260735
3680,700,387,13271500
556,4209,1408,-5617136
1105,4832,1495,-6002815
3465,4781,1312,5733553
4761,336,904,22363377
395,2461,1035,-2391110
1126,3600,1141,-2839724
1322,3001,539,130145
4546,1091,1254,19298002
3987,4151,277,14746342
1974,3633,867,746865
2173,4113,69,4438132
2546,2120,512,5396676
2059,4901,1231,-1793650
1643,2565,1031,54934
2299,168,783,5153857
3075,4123,290,8259955
1319,416,1808,987633
3701,3201,1014,10451587
1368,4710,1421,-4821486
225,2733,1698,-4590009
2507,4048,1507,184713
1965,4361,1889,-4376704
2984,31,805,8879301
2943,3306,1282,4422957
4753,2969,1317,18680836
2449,2482,1756,1639209
3119,1931,311,9127620
3281,281,441,10641040
4015,3960,1875,8695225
1297,4015,1532,-4468771
1032,750,728,519024
3566,706,396,12436780
3466,1258,419,11486054
373,31,571,121428
4762,4217,1173,17730103
2782,4636,919,3479040
457,2665,1226,-3058441
2133,3032,1540,-119591
3286,222,223,10748290
830,2400,1326,-2493500
1433,4666,16,1978833
2037,3072,893,1406073
2821,1978,302,7360685
918,4424,1572,-6111804
788,1362,1022,-771020
1846,2961,872,825724
840,1878,189,350658
2252,4998,1515,-2500466
3075,2658,813,7294671
3556,1085,1021,11537351
47,1304,506,-657615
3922,3639,218,14588782
4628,932,1729,19806956
4090,4111,1911,8871979
2347,4246,899,1691255
1981,3556,1468,-1295847
2190,3471,93,4473297
1356,2914,1186,-1617268
3496,4270,830,8677916
4403,2116,25,19333509
541,2746,943,-2296797
1596,775,1495,1388591
2157,4158,1463,-1430505
3995,544,1153,15332793
3672,2658,1176,10357776
1778,1403,911,1883151
4038,3977,1162,11684170
1208,4652,1230,-4262696
1584,1791,498,1617138
4698,4030,1175,17335954
2328,551,117,5355117
3526,3201,314,11427562
562,538,150,235144
4910,101,1197,23987203
1549,2127,1714,-1246277
3985,540,150,15799225
1030,221,1409,749511
3735,1622,1727,11149031
2115,48,1723,4390521
4931,1073,1926,22248163
3599,4002,1273,7858255
4232,327,522,17739130
2313,4777,1682,-2684945
1203,1149,1749,-562392
2167,4335,263,3555784
1817,476,1479,2597485
3373,1653,1841,8333956
565,3168,1324,-3875207
2354,3449,470,3920286
4950,130,1626,24291120
1504,4476,409,431332
2385,849,1028,4815453
3175,90,1162,9976045
1369,1462,847,635847
1898,402,1547,2980510
533,2552,1945,-4679551
607,2282,1253,-2490897
2494,4546,1479,-503498
606,1031,819,-477153
1696,3637,1640,-3088264
267,1317,470,-547701
2499,402,503,6042795
1013,4160,1555,-5442631
3518,4701,156,11642968
3943,1695,307,15026884
2436,4220,1232,735056
2478,815,121,6041869
2792,3795,1525,2007889
1388,3550,1227,-2429306
1993,3262,877,1111275
1784,3251,1374,-1284218
3544,166,277,12513954
3215,377,1219,9876662
3547,2838,1409,8582467
1910,1140,627,2933320
4929,169,633,24188064
4783,378,1256,22402321
3782,4072,227,13379180
1106,3820,1703,-5282224
4376,3055,85,18889701
4535,3183,452,19127509
3179,2760,27,10031521
1895,3389,1478,-1417917
2479,3033,1337,2090320
3943,1158,598,14854765
1317,4336,941,-2345687
387,1174,706,-679075
4182,3555,1926,10642194
2058,4756,879,54840
3777,290,495,14122179
4651,930,1348,20378161
466,452,1121,-289536
4355,4944,1929,9429049
4458,3527,921,16625397
1261,3201,1006,-1630085
220,1710,1875,-3157850
1860,4404,1552,-3375408
4573,1788,1232,18709513
4834,1225,1625,21376931
206,3505,771,-2659919
1153,254,1976,827505
596,2184,812,-1418192
2417,1411,795,4720144
572,947,479,-126429
2220,436,1584,4237776
1052,2800,533,-385696
1682,2882,531,1298782
4876,4132,717,20812732
4036,1176,91,16182280
4115,597,1520,16025785
4879,2331,725,22114666
2082,1322,988,3028588
2212,846,359,4589230
3096,3782,1872,2505312
158,4966,1871,-9266422
998,1602,116,810172
4812,4131,116,22676148
1956,4008,483,1890072
597,4662,1834,-8193699
713,1770,1444,-2047511
4371,751,506,18725635
4315,3556,818,15710417
3167,2481,1557,6166972
1451,2670,1488,-1867559
2824,872,1103,7013160
4418,2323,536,18273596
454,4894,752,-3474172
556,4070,1490,-5755164
334,4597,401,-1731841
4561,2763,1130,17680531
3472,2199,1285,9229069
309,4153,600,-2396319
4690,2198,64,21855428
1622,3723,1251,-2026589
1307,4606,1151,-3593257
1260,4708,1058,-3393464
2164,92,1319,4561548
1334,524,438,1550044
351,285,1356,-263259
3908,821,1456,14077088
1643,4548,278,1435105
4076,3657,368,15268000
3451,1864,1891,8384577
1118,3506,1450,-3833776
2247,3666,651,2662443
2873,75,653,8205154
2979,1687,1631,6122944
1661,1467,1287,870892
4098,442,208,16701668
1689,3252,1966,-3540711
4861,2674,1096,20698617
3300,3140,1106,7417160
2669,151,426,7059235
3087,2623,629,7879702
580,4446,1979,-8462234
302,4363,552,-2317172
2632,1119,1753,4965817
711,1107,1219,-843912
839,1705,576,-278159
3674,2347,789,11646493
2560,4947,327,4935931
2421,2259,525,4675266
2980,2299,67,8726367
4487,3801,824,17001145
2243,3820,948,1409689
4310,4251,867,14890483
4675,1657,1021,20163828
2947,1236,151,8498173
4747,2752,1791,17605177
1027,4177,254,-6229
538,2521,61,135663
4864,3907,1299,18583303
3455,4296,382,10295953
2248,672,281,4864672
128,4232,1054,-4444144
4965,1695,60,24549525
958,3028,1399,-3318408
241,2522,53,-75585
4608,3792,1450,15735264
994,1742,258,538600
446,2703,601,-1425587
2168,3287,94,4391246
1344,329,396,1676052
2898,4249,893,4604047
1956,1329,1262,2148738
3019,135,469,9051046
4493,1819,744,18833713
2138,154,1260,4377004
1563,3437,1369,-2262284
51,3004,29,-84515
3301,2688,427,9748825
3652,20,395,13329204
4928,3040,1120,20880384
2503,4289,902,2396331
263,2183,352,-699247
1131,814,770,652381
4967,1704,462,23883841
4281,208,467,18229825
2084,3494,1583,-1187946
4234,3971,1902,10373914
3824,516,1864,13661152
495,3221,343,-859778
3636,1302,1101,11786994
3538,1299,1799,10180543
4141,4829,1638,9237979
2394,4839,1748,-2727336
2869,2375,1427,4842036
1261,2460,592,133801
190,4933,1619,-7950427
817,4373,782,-2752197
576,325,1113,-29949
1503,3944,771,-781815
675,3580,180,-188775
3986,72,378,15860980
4852,2096,241,23036768
4220,3791,889,14438201
1143,4616,463,-830759
3252,3334,981,7304850
2312,4550,1612,-1989256
283,1714,1733,-2890273
4003,4598,1921,7191251
2428,4347,142,5277910
3454,4517,823,8212625
4826,882,1926,21591544
4534,1904,1071,18517972
3972,2546,1717,11405302
4927,2379,478,23138167
388,953,1400,-1183656
2230,3933,646,2432182
4924,2578,1382,20682980
4884,3038,114,23507124
604,2540,1182,-2637464
3341,3120,1762,5664841
3207,4710,132,9663129
2394,586,416,5487460
3032,2853,519,7712317
206,1036,937,-928296
1586,2201,1959,-1796363
2715,1278,1973,4849731
4469,680,1654,18847241
386,1254,210,-114344
1798,2023,1760,-327676
1042,988,1694,-587908
2159,4224,1376,-1150943
3314,4783,1740,2660176
125,2498,182,-439011
4435,305,830,19416075
2276,3738,1630,-912764
1407,3962,1315,-3230381
2766,2429,1364,4337600
1089,4318,1167,-3853185
4238,3285,954,14826754
3485,3832,240,11225545
2495,4517,978,1807399
2130,919,1874,2814694
2605,1606,167,6517823
1070,661,291,952549
2279,3441,431,3710770
50,3947,600,-2365700
2393,3250,1239,1699699
1098,189,986,1019250
1483,3529,420,717109
79,3273,1847,-6038990
2595,2369,110,6473435
992,3054,307,46486
3172,857,1500,8776084
177,3439,1600,-5471071
4085,317,1075,16346450
2782,389,959,7366473
2831,386,1700,7358361
3816,1677,1360,12281136
621,2095,695,-1070384
883,1435,443,143984
2459,3670,1464,673801
3493,4962,279,10816651
4313,2117,1582,15252875
564,3196,1949,-5910908
4133,4620,1724,9116809
2808,1105,171,7695909
4400,1589,1920,16309120
2188,416,822,4445392
2991,1481,1043,7401398
2649,2370,1853,2625591
3330,4537,1738,3203594
907,2326,574,-512475
3212,4690,1459,3474234
3313,4200,1217,5864569
92,4712,775,-3643336
3786,3689,1245,9740991
3234,4630,1861,1842326
1702,2113,25,2843979
1596,3624,1523,-2972136
4017,422,35,16121519
4868,1150,936,22621024
1693,1587,1040,1215769
3790,238,347,14281514
4277,3768,409,16751617
4123,1067,751,16197812
2697,4284,480,5217489
2507,1381,1838,3746771
4626,386,196,21324220
523,3007,1506,-4255013
2923,4532,947,4252125
1172,1884,1014,-536792
137,645,1430,-903581
1911,4961,1705,-4806584
2119,3856,160,3873201
3564,837,155,12572361
2632,180,770,6788824
988,4804,813,-2929508
4632,4745,925,17066299
3799,299,1013,14129514
3227,2862,248,9703753
4291,383,280,18305441
4969,1007,1023,23660800
4455,1964,443,18976973
4897,712,106,23905137
723,1186,1026,-694107
2197,1702,1725,1890859
819,1679,918,-870561
34,227,297,-66263
4690,3903,363,20579311
3873,3151,566,13216663
4582,1206,76,20903068
692,4689,1679,-7393967
690,3606,1911,-6414966
4006,849,1062,15146398
4065,2339,940,14325565
2766,3986,1774,579592
2675,496,1785,6270265
1655,4795,1559,-4736380
2431,3238,1356,1519033
2070,3488,1805,-2010940
2637,3554,1218,2624997
3902,1950,1223,12840754
587,4596,1110,-4756991
4747,3221,1316,18295173
4353,3657,1494,13485051
1032,632,720,609984
3719,561,126,13760275
1416,2892,1904,-3501312
4667,3554,503,19993227
3408,2987,1233,7931493
577,2267,1124,-2215179
4160,1260,174,17086360
3212,2036,1843,6564596
84,2251,782,-1753226
4047,84,170,16363929
1606,1589,801,1306447
1518,440,1517,1636844
1441,106,656,2006945
131,2256,1907,-4285031
3558,1787,1622,9760850
2074,3670,189,3607846
3471,2501,42,11942799
4348,2486,1496,15186048
1450,2010,1978,-1873280
73,244,1557,-374579
2326,2886,531,3877810
4812,4265,263,22033649
1391,3594,1863,-4760741
1453,4354,1913,-6217993
1978,1999,1746,422230
3402,1798,1219,9381842
2190,4468,1975,-4028200
3891,3963,839,11814924
2188,1219,56,4719080
557,2463,382,-630617
3024,428,1967,8302700
2181,1097,470,4241171
922,3573,990,-2687186
1927,2554,399,2694283
2110,2274,374,3601624
4520,165,338,20374630
2383,4346,1481,-757737
2661,333,770,6824511
776,3298,546,-1198532
2566,1504,1425,4441156
4417,1030,996,18484009
3692,2534,1678,9378812
4684,1346,1853,19445718
4344,3749,1036,14986372
1102,4276,1521,-5289392
2514,55,945,6268221
2164,3935,587,2373051
3236,4964,1501,3020732
315,4398,1315,-5684145
1112,3302,40,1104464
809,2493,862,-1494485
4869,1424,746,22644857
3571,2870,643,10906631
951,2935,784,-1396639
3192,1,703,10188161
4912,2688,374,23122432
2006,3053,238,3297422
4257,1486,750,17007549
1168,4041,1903,-6325799
730,339,477,371197
2588,3571,811,3801663
3973,2269,872,13806161
4508,534,781,19905010
4637,4944,1486,14154985
3429,389,1560,11151201
4185,1808,1775,14305025
3856,3299,1255,10728491
4540,993,296,20317672
4251,4953,1750,9403251
3231,790,325,10182611
130,3296,1668,-5480828
2091,1357,1852,1859117
3261,1370,1483,8602411
2814,142,615,7831266
2743,3264,1199,3610513
4094,3545,716,14222616
971,4873,1709,-7385116
4924,1126,1690,22342836
1603,1499,1361,529470
601,4005,1474,-5542169
1907,4553,432,1669753
4145,4492,1192,11826561
3150,3088,87,9653844
2648,4007,164,6354756
908,3495,268,-112196
1456,1168,139,1957584
1313,1781,1843,-1558414
2168,1402,6,4691812
3777,4593,623,11404290
2596,106,1521,6577990
2639,3834,84,6642265
149,3554,1447,-5120437
234,103,20,52696
719,4122,1263,-4689125
2072,390,1871,3563494
2150,4246,1697,-2582962
2861,4381,1339,2319162
3988,527,1218,15262258
3478,3189,962,9028666
3742,2672,419,12882996
1436,3442,1185,-2016674
2007,4092,487,2035245
1170,514,213,1259418
3956,2977,867,13068877
3684,1618,1285,11492726
716,1963,331,-137097
4686,4478,1496,15259508
4422,3327,264,18675756
814,3325,1225,-3410529
3785,3286,1136,10593329
4015,3431,1766,10061079
2351,2374,1925,957251
1358,3805,1638,-4388426
149,954,91,-64613
1087,823,1660,-184611
2791,3799,859,4526340
2514,2108,1,6318088
3271,531,1161,10082950
2732,2394,454,6376948
1513,2614,1710,-2180771
1862,3402,1440,-1431836
341,1350,1372,-1735919
2699,4329,1721,-165608
1432,3286,444,591640
4383,43,1633,19140470
3205,4985,418,8188295
3948,798,1882,14084868
1620,2210,162,2266380
4490,3971,217,19298393
1448,873,749,1442827
3770,414,1677,13518622
3108,4971,358,7880046
2271,4852,754,1499033
1794,4036,1518,-2908212
1998,729,1666,2777490
651,3939,936,-3263103
3487,464,49,12136433
2281,12,1423,5185885
983,3863,1948,-6558835
3880,1699,296,14551496
4243,584,74,17959833
1294,177,577,1572307
3711,3863,137,13242290
2881,638,1456,7371233
4865,2427,772,21794581
3569,4089,357,11277988
73,3620,1134,-4099751
2927,3043,402,7344043
95,1326,1633,-2156333
4366,4536,183,18231868
72,2926,976,-2850592
4234,1656,1003,16265788
91,438,1049,-451181
3486,4098,305,10902306
4485,913,1284,18942933
4978,1798,1246,22540176
4931,4748,451,22173413
4127,163,1551,16779316
4198,1407,1919,14923171
2525,2064,1693,2881273
3454,1578,1437,9662530
2945,1565,526,7849835
3172,3639,1596,4253740
4379,4196,1088,14610393
2321,1121,415,4921826
3654,4541,906,9237570
3506,1117,446,11793854
3052,4204,867,5669836
26,303,1467,-443825
2990,2493,271,8264497
484,1487,1842,-2504798
3823,3984,718,11754817
1923,4256,1996,-4797047
3101,2602,944,7159913
3739,4586,1005,9371191
765,2806,681,-1325661
1274,2753,593,-9453
713,3536,1483,-4735519
4081,2657,833,14441280
2023,2979,103,3785692
2570,2595,31,6524455
4178,4449,1204,12099088
2253,647,947,4463300
597,370,1980,-376191
139,3520,1593,-5588039
3515,1426,749,11287151
4201,3248,802,15043505
2624,4538,1847,-1496310
2483,3980,406,4549409
2003,2087,658,2638763
798,622,545,297814
85,1747,179,-305488
823,684,1805,-557291
3810,1022,1943,12530354
1449,4148,566,-248167
2466,4491,656,3135060
4640,774,614,21054364
3638,1870,639,12040114
18,4253,1625,-6910801
1683,3744,947,-713079
972,163,728,826120
4523,1975,1381,17730054
4631,4832,1735,13062641
3160,4614,102,9514972
1141,2394,1406,-2064083
742,4676,1818,-7950404
3468,991,1932,10112412
4163,4025,768,14239369
2899,16,1390,8381961
1386,2308,1669,-1931056
3299,1558,1641,8326723
2643,1654,637,5931851
4390,3886,651,16742314
624,2801,1551,-3954975
2608,1458,1820,4148104
689,2296,762,-1274831
992,4544,302,-388224
122,1813,80,-130156
264,4819,1591,-7597333
2650,3399,54,6838954
1446,1589,1313,4559
888,2578,1193,-2287010
4813,54,857,23118691
2757,4926,420,5532129
2024,971,1165,2965361
2104,1906,447,3574834
4152,4386,94,16826820
383,3529,969,-3272912
107,4309,478,-2048253
1006,906,856,236500
1705,4423,163,2186076
4683,375,205,21853614
2595,2113,1605,3342660
712,1961,9,489295
1585,498,1579,1725883
765,2282,222,78621
4562,188,1786,20476076
2213,2193,530,3735079
481,3284,1919,-6070635
2757,2423,527,6324128
3795,584,1848,13322793
1120,4722,1537,-6003314
2880,3047,1195,4653235
2943,1963,1229,6248722
631,1523,1429,-1778206
1427,2990,1508,-2472591
552,2720,540,-1164096
3775,1736,1144,12264641
4818,1733,1349,20875307
940,3118,1162,-2739516
4254,4316,798,14652348
629,4165,1373,-5322904
3152,4746,843,5934226
4390,4377,396,17538808
2453,2002,572,4872065
1940,4335,1923,-4572605
1733,1932,631,1784197
3538,1884,1660,9390004
1676,1719,1517,201253
1396,3468,816,-881072
4187,343,946,17206491
4950,1829,1820,21173720
4972,3681,1742,18308482
1104,500,432,1002816
1787,2004,1202,784561
14,3405,605,-2059829
269,2168,462,-929255
4016,2332,1742,12065912
1442,106,271,2050638
3157,2445,1309,6766144
1271,1322,26,1581069
2569,4590,1089,1601251
1930,2394,634,2207104
4866,3966,1825,16440006
2617,1797,157,6566560
362,3268,1939,-6205608
2120,694,1927,3157062
671,3275,1600,-4789759
2053,3029,458,2827527
4161,3202,644,15251833
3677,2089,583,12302442
1427,2485,678,351499
4497,3048,1244,16431297
2120,213,1493,4176391
910,4566,913,-3340658
3922,3829,681,12774535
3049,3561,87,8986594
3923,608,1823,14281545
1446,4771,473,-165767
2863,662,966,7557277
2929,3518,1784,2302929
65,4529,354,-1599041
1726,3501,21,2905555
3190,4927,613,7155849
4865,297,9,23665552
2767,1798,912,6016513
2548,1277,302,6106650
4384,1524,446,18539752
3271,2830,238,10025901
3737,1314,1792,11610481
387,4192,1347,-5496855
959,3377,80,649521
4271,3023,1569,13498354
4466,2481,525,18642631
3452,3774,1000,8142304
2360,1594,1333,3444798
4478,1917,1382,17403190
3120,3725,1473,4247475
4156,4743,522,14796490
4962,2892,591,22912272
3263,3057,677,8577580
3546,4933,139,11888429
4113,822,818,16244373
4954,3389,1275,20221141
1841,891,533,2914378
2998,4790,147,8283874
2291,1676,1020,3539161
4473,2125,1158,17546979
4379,305,1148,18825501
1896,1656,408,2919168
2751,284,962,7294793
961,4862,1953,-8571965
2508,4081,877,2711027
1278,2528,912,-672252
1377,2187,142,1585575
2111,1321,578,3692783
314,1081,1238,-1239682
4218,4141,1572,11281872
1360,800,1592,576000
487,561,465,-23696
384,2105,1297,-2582729
2980,4410,160,8174800
3295,4032,1149,6224257
1519,3952,937,-1395663
3139,2625,1524,5852821
4899,2518,1447,20356655
1158,4680,307,-95796
1537,1649,221,1997940
3493,3676,1080,8230969
834,3089,1906,-5192078
3891,814,369,14839515
1805,4472,1805,-4813935
366,6,123,133218
2566,1748,728,5311812
4893,3399,1015,20491464
1466,3976,539,6092
1048,3279,1343,-3305393
1177,2628,1709,-3105923
1805,3204,403,1966813
950,713,1497,-164861
2430,1994,54,5797224
3453,4571,367,10245652
3410,4577,455,9545565
162,4956,1169,-5767320
4666,3364,1042,18266268
2860,997,1793,6391979
2594,446,264,6611092
1954,4086,150,3205216
2338,3723,485,3660589
2388,1849,134,5454778
2775,4432,577,5143361
4321,1682,420,17964601
953,2226,1471,-2366237
4770,2184,1127,20291532
1283,1594,978,87157
3289,2272,1453,7516305
441,158,1373,-22453
3733,4439,176,13154025
703,567,1804,-528659
2938,1359,531,7910215
2607,1865,1591,3829234
4346,957,486,18422614
2399,967,1452,4351117
3403,2966,1901,5942043
499,4061,1846,-7247605
639,1331,614,-408913
3287,341,5,10802664
1873,4854,1013,-1408973
2635,3072,1564,2138617
614,3796,676,-2189100
291,2029,557,-1045472
695,4228,1727,-6818731
2418,1882,233,5408218
2903,136,1150,8271009
2969,396,1672,8152849
3307,680,271,10751969
2580,4179,1250,1432650
540,86,1688,146432
800,4581,1303,-5329043
4395,1238,1705,17205235
1232,1349,76,1415300
3086,3807,1466,3942334
4421,1794,130,19312021
4357,1475,1597,16627874
128,3128,1356,-4225184
2803,3211,1499,3043520
1361,2052,537,750397
2136,4680,1018,-201744
2145,4920,683,1240665
2256,506,1617,4271334
2296,1155,1861,3122161
3212,4200,222,9384544
2605,3692,1000,3094025
1460,296,1330,1737920
1512,153,492,2210868
128,1260,818,-1014296
1064,227,1043,895335
4691,3341,434,20555487
2603,2893,1926,1203691
1643,3636,217,1910437
3496,4590,582,9550636
2754,4227,745,4435401
4220,4750,969,13205650
1025,3845,179,362370
4651,491,123,21571408
4391,3267,397,17983882
258,3635,1645,-5913011
2544,742,1384,5445008
399,3810,1279,-4713789
4841,330,1151,23055451
1230,2138,1886,-2519368
4310,4290,1061,14024410
4879,4750,1207,18071391
4301,1868,11,18478053
2764,4769,1120,2298416
478,581,562,-98038
686,4410,1231,-4958114
2749,2463,1834,3039859
3130,1666,1039,8065926
1578,880,1017,1595124
4658,2890,395,20555414
1976,3374,1144,44720
1747,2509,448,1927977
4760,2245,1814,18585170
3848,2730,249,14127334
3635,3107,1904,7297497
4925,4709,797,20502552
3395,3225,1321,7265800
1556,2459,404,1427700
2340,4391,1192,241528
4555,1849,259,20269134
924,2859,1936,-4681248
4874,1737,59,23653393
3361,3146,1062,7955269
2090,404,443,4189128
4180,3031,1001,14438369
3180,3641,325,8929075
766,4593,455,-1503059
989,4285,1398,-5012309
2861,4801,60,7897261
4772,146,725,22666134
3545,1385,756,11519965
1034,4246,1523,-5397502
108,2138,212,-441592
106,1172,1685,-1963584
3511,2828,1448,8232177
4276,1533,1158,16508962
4802,990,1423,21650434
3094,2586,111,9285790
799,2127,957,-1397138
3744,1096,1451,12427240
2809,2553,933,5508532
2882,1456,1442,6206372
4571,1378,1660,18606561
3892,1592,955,13627304
4363,68,614,18994017
1337,1887,23,1744168
1009,4671,1371,-5385860
1445,3147,794,-410693
4034,1481,1210,14481146
1077,1874,1696,-2018375
348,24,1433,86712
4413,4936,1310,13008409
390,3789,1499,-5527611
3001,2696,189,8496457
3103,1006,279,9347935
764,900,512,122896
1440,4907,107,1548551
2202,2994,153,4390722
846,4066,1478,-5293832
569,975,437,-102314
1660,2953,1097,-483841
836,2439,137,364753
875,2727,1856,-4295687
4681,3641,429,20349772
2316,122,794,5266988
2059,3114,101,3924967
2577,2240,1093,4192609
3205,92,237,10250221
860,1613,65,634755
3828,3481,161,14093143
2212,1178,1342,3312068
4009,385,82,16040511
1679,964,545,2293661
363,2391,1347,-3088908
1625,1985,1636,-606835
4751,3246,1160,18806641
455,1984,306,-400079
450,1437,1462,-1898394
3786,117,68,14325840
814,4204,1192,-4348572
