item_nbr,family,class,perishable,f1
3595,12,44,0,616
2613,3,79,0,47
2818,27,273,0,971
267,8,127,1,309
2058,7,210,0,182
660,12,46,0,945
1121,12,56,0,871
171,5,186,1,25
502,7,213,0,883
2097,3,74,0,870
2655,3,85,0,146
1900,8,143,1,915
1218,9,172,1,670
1481,3,72,0,79
205,12,29,0,867
1303,12,39,0,646
2547,3,65,0,831
460,12,46,0,156
137,12,5,0,893
308,3,71,0,791
1064,8,131,1,427
526,12,57,0,953
3372,0,321,0,500
1041,5,182,1,639
2063,5,184,1,943
1222,10,164,1,101
1651,12,16,0,479
2973,30,107,1,448
270,5,183,1,264
3865,12,9,0,331
2347,12,9,0,903
2095,12,51,0,192
3932,18,238,0,851
1044,9,169,1,437
1786,8,131,1,464
3102,3,70,0,449
2357,12,46,0,616
325,7,216,0,651
2941,30,106,1,563
1437,5,184,1,428
3646,12,34,0,77
1967,8,142,1,644
1423,12,26,0,832
1232,3,69,0,908
128,12,19,0,203
952,12,9,0,604
1450,3,69,0,185
1178,12,9,0,841
1309,12,39,0,262
1174,12,21,0,910
3131,5,183,1,898
3468,8,143,1,498
3946,12,9,0,695
3615,12,19,0,596
2898,30,119,1,221
461,29,208,1,267
2443,18,238,0,10
3702,3,69,0,33
2926,30,106,1,900
1033,3,70,0,251
2202,15,295,0,39
2098,9,172,1,46
3494,12,21,0,564
2219,15,295,0,684
1248,12,23,0,555
1436,5,184,1,637
3467,18,241,0,800
1258,7,222,0,237
3187,12,2,0,920
3773,8,139,1,595
2811,30,104,1,731
1206,9,173,1,821
3371,12,21,0,50
3984,2,261,0,339
2399,3,81,0,385
3634,12,19,0,460
2908,30,108,1,80
3949,12,16,0,320
3845,20,324,0,486
3047,30,106,1,861
2689,8,126,1,917
3901,12,54,0,211
3866,12,9,0,612
3739,3,67,0,71
2367,15,290,0,407
2601,3,77,0,816
2949,30,112,1,372
2363,3,69,0,387
851,7,224,0,638
2920,30,119,1,207
3890,13,86,0,990
2739,30,110,1,158
522,28,162,1,917
780,24,158,1,91
1366,29,200,1,389
586,28,162,1,830
872,24,156,1,640
704,24,156,1,571
143,11,151,0,712
2725,30,108,1,359
711,24,156,1,235
296,5,190,1,991
967,24,156,1,399
776,24,158,1,870
2734,30,119,1,589
2743,30,109,1,229
3192,30,110,1,14
3962,3,68,0,691
3861,12,9,0,775
2309,12,53,0,170
1779,10,164,1,344
3024,30,118,1,807
2730,30,117,1,189
4030,22,93,0,367
3501,15,282,0,161
2999,30,110,1,262
1953,28,163,1,330
2825,30,110,1,580
3641,11,151,0,411
3794,30,109,1,119
4011,3,71,0,739
3840,20,323,0,619
2433,18,237,0,255
1279,12,28,0,931
3317,27,273,0,616
1262,25,243,0,760
1204,5,190,1,910
1391,21,329,0,431
2279,3,70,0,667
3309,3,71,0,812
2243,7,216,0,979
706,24,156,1,480
729,24,156,1,59
3053,30,107,1,218
2305,5,191,1,431
4015,3,65,0,699
