date,store_nbr,item_nbr,unit_sales,onpromotion
2016-04-05,35,521818,2.0,0.0
2013-07-04,8,886398,10.0,2.0
2016-06-26,18,1990453,4.0,0.0
2016-08-16,22,428054,1.0,0.0
2013-02-14,51,1102268,3.0,2.0
2014-01-03,34,567787,2.0,2.0
2014-05-01,47,1081359,25.0,0.0
2017-06-02,51,1421429,4.0,0.0
2017-05-21,31,876225,3.0,0.0
2017-06-26,28,308916,1.0,0.0
2014-12-08,10,1463786,16.0,0.0
2015-01-07,41,454326,5.0,0.0
2015-02-10,2,279137,2.0,0.0
2016-04-23,51,114778,3.0,0.0
2016-06-19,49,1463611,1.0,0.0
2014-01-10,1,913966,3.0,2.0
2017-02-25,46,1305845,62.0,0.0
2016-10-12,14,363889,5.0,0.0
2017-05-20,34,2099230,1.0,1.0
2017-02-18,53,1459692,1.0,0.0
2016-04-25,28,1114567,1.0,0.0
2017-04-20,53,1958186,1.0,0.0
2016-08-21,40,1686641,29.0,0.0
2016-01-30,41,1148972,2.0,0.0
2015-09-05,39,1447817,7.0,0.0
2013-12-24,2,793345,1.0,2.0
2015-12-22,27,949053,6.0,0.0
2016-01-22,41,213788,11.0,0.0
2015-10-30,32,1146784,2.0,0.0
2016-05-15,34,568133,3.0,0.0
2015-03-10,6,848953,1.0,0.0
2015-05-29,51,158788,5.0,0.0
2016-05-18,30,315176,8.0,0.0
2017-04-26,31,583977,4.518,0.0
2014-10-05,19,1457201,8.0,0.0
2015-09-07,44,841570,1.0,0.0
2014-09-13,18,1459225,1.0,0.0
2014-10-22,6,179615,13.0,0.0
2014-10-26,7,716250,19.0,0.0
2013-11-17,28,949299,12.0,2.0
2015-11-05,31,1178697,1.0,0.0
2016-10-28,27,1336459,1.0,0.0
2017-06-15,8,1963459,4.0,0.0
2015-05-12,25,964752,4.0,0.0
2017-08-05,53,173111,3.0,0.0
2015-09-18,46,1161555,2.0,0.0
2016-05-01,4,364865,9.0,0.0
2016-11-05,6,1932493,5.0,0.0
2015-07-19,39,275823,8.0,0.0
2013-08-05,2,172343,2.0,2.0
2015-11-17,11,1489868,26.0,1.0
2014-12-03,9,1463569,4.0,0.0
2013-03-23,37,671084,3.0,2.0
2013-02-06,2,699703,6.739,2.0
2014-10-08,9,464339,5.0,0.0
2017-03-09,29,1328471,3.0,0.0
2014-09-11,31,850334,2.0,0.0
2017-02-23,17,1342006,2.0,0.0
2016-03-13,2,315463,14.0,0.0
2016-01-21,31,608035,7.0,0.0
2017-01-27,4,2018397,3.0,0.0
2016-04-16,10,364606,35.0,0.0
2016-02-20,25,1047685,37.0,0.0
2016-06-30,2,1250226,7.0,0.0
2016-02-28,4,1239847,6.0,0.0
2017-08-15,44,517906,5.0,0.0
2013-06-13,7,155610,4.0,2.0
2017-04-14,44,940616,3.0,0.0
2015-06-27,46,876223,4.0,0.0
2015-11-29,29,211999,1.0,0.0
2016-05-31,44,302998,17.0,0.0
2015-11-09,18,1463881,7.0,0.0
2015-01-19,5,750855,1.0,0.0
2013-08-10,30,850333,3.0,2.0
2017-05-24,35,464374,2.0,1.0
2015-12-02,14,1154749,3.0,0.0
2017-06-29,47,1584295,3.0,0.0
2015-12-05,49,1695886,38.591,0.0
2016-08-24,45,847859,21.0,1.0
2014-07-04,16,1176558,1.0,0.0
2015-07-08,11,1400328,7.0,0.0
2013-02-03,8,268443,7.0,2.0
2017-05-04,6,1239891,4.068,0.0
2014-12-23,39,1047743,9.0,0.0
2017-07-12,4,2048515,9.0,0.0
2016-08-26,19,1920117,4.0,0.0
2015-05-09,10,1447815,16.0,0.0
2013-02-25,3,255161,2.0,2.0
2015-09-14,16,1585782,5.0,0.0
2014-01-12,50,205387,15.0,2.0
2016-09-09,5,1464201,2.0,0.0
2013-04-29,7,378330,2.0,2.0
2013-11-07,37,1160872,10.0,2.0
2014-11-11,38,664543,10.0,0.0
2015-11-01,29,554152,1.0,0.0
2016-04-12,48,211205,22.0,0.0
2016-05-15,38,1239798,12.0,0.0
2015-03-01,30,1149225,3.0,0.0
2016-11-29,39,877514,3.0,0.0
2017-01-04,6,2028217,5.0,1.0
2016-06-09,48,683720,1.0,0.0
2016-08-28,19,268446,3.0,0.0
2016-06-18,24,900196,5.0,0.0
2016-09-25,30,939661,15.0,0.0
2016-10-04,19,171890,3.0,0.0
2016-10-20,10,671076,1.0,0.0
2013-01-16,31,847859,7.0,2.0
2017-03-11,44,1642397,17.213,0.0
2016-01-24,50,638308,1.0,0.0
2017-07-28,19,1209718,1.0,0.0
2017-01-25,13,2000482,2.0,0.0
2016-04-14,36,205381,4.0,0.0
2014-03-30,41,1457000,8.0,2.0
2016-11-23,37,1471460,12.0,1.0
2014-12-29,34,577741,9.0,0.0
2016-05-29,53,158680,2.0,1.0
2013-05-11,9,859932,8.0,2.0
2013-03-03,39,655427,8.0,2.0
2016-04-22,48,1157561,4.0,0.0
2013-04-15,17,686036,1.0,2.0
2016-10-11,46,1210038,3.0,0.0
2017-02-26,46,1052022,3.0,0.0
2016-08-15,21,1229625,1.0,0.0
2017-07-25,47,1958200,4.0,0.0
2013-07-09,35,1047680,2.0,2.0
2016-01-12,11,1463783,3.0,0.0
2016-07-25,47,418025,7.0,0.0
2015-11-05,7,1576263,1.0,0.0
2016-06-10,19,165704,1.0,0.0
2013-01-21,3,1084417,2.0,2.0
2015-04-21,29,1157462,12.0,0.0
2016-09-17,11,1400329,1.0,0.0
2016-03-10,22,1463609,5.0,0.0
2013-06-07,6,671051,1.0,2.0
2017-07-03,44,801934,8.0,1.0
2017-02-27,34,2010290,1.0,1.0
2017-01-05,37,1369875,2.0,0.0
2016-04-27,48,402136,1.0,0.0
2016-08-16,22,1958177,2.0,0.0
2014-04-22,25,1036689,6.0,0.0
2013-06-17,7,114790,5.0,2.0
2017-03-26,50,1463555,1.0,0.0
2015-01-19,33,1162933,11.0,0.0
2016-04-02,18,253145,1.0,0.0
2016-09-06,54,987768,4.0,0.0
2015-05-22,54,1076335,2.0,1.0
2013-09-26,7,671699,1.374,2.0
2014-04-12,48,906979,8.0,0.0
2015-11-16,34,371130,12.0,0.0
2013-12-14,26,1239812,2.0,2.0
2016-06-02,24,700610,4.0,0.0
2015-06-11,1,215332,5.0,0.0
2015-08-21,5,1159726,2.0,0.0
2017-03-25,30,168931,2.0,0.0
2016-02-15,5,1037857,17.0,0.0
2013-12-04,6,265559,70.0,2.0
2017-03-03,6,872307,1.0,0.0
2013-12-13,6,789905,10.0,2.0
2013-04-07,25,664543,3.0,2.0
2015-12-02,6,1489895,11.0,1.0
2015-06-23,47,848953,3.0,0.0
2014-08-14,6,795611,2.0,0.0
2015-10-28,42,208539,2.16,0.0
2016-08-16,27,1908028,1.0,0.0
2013-09-02,46,114799,1.0,2.0
2016-02-12,43,315460,1.0,0.0
2017-03-15,50,954553,2.0,1.0
2016-10-03,3,1346626,4.0,0.0
2014-08-30,8,358096,2.0,0.0
2016-08-12,42,1441515,7.0,0.0
2015-01-29,10,557285,4.0,1.0
2015-10-18,28,1047735,8.0,0.0
2013-06-06,14,1047699,1.0,2.0
2016-08-26,24,833396,7.0,0.0
2013-07-16,10,223136,11.0,2.0
2016-06-30,37,789904,6.0,0.0
2017-03-22,53,1089079,1.0,0.0
2017-03-03,17,586969,4.0,0.0
2015-02-20,50,757880,6.0,0.0
2014-11-29,4,1239875,22.377,0.0
2014-05-31,4,207857,4.0,0.0
2015-02-08,13,598492,2.0,0.0
2016-11-19,48,1157685,2.0,0.0
2014-02-05,7,312113,1.0,2.0
2015-08-04,15,850334,1.0,0.0
2016-06-22,6,269084,6.0,0.0
2016-12-31,36,407552,7.0,0.0
2015-10-02,23,119141,4.0,0.0
2016-10-10,6,1456994,2.0,0.0
2015-10-09,43,471985,1.0,0.0
2017-07-01,4,637016,3.0,0.0
2014-12-18,39,964753,4.0,0.0
2017-06-14,37,115611,16.0,0.0
2017-07-22,13,1464207,1.0,0.0
2017-05-13,50,557257,8.0,0.0
2016-09-06,14,159242,6.0,0.0
2015-03-09,40,759651,11.0,0.0
2017-06-30,15,849139,1.0,0.0
2017-06-26,52,1726000,13.0,0.0
2014-12-22,23,265237,2.0,0.0
2017-05-14,2,570917,2.0,0.0
2015-07-01,50,164647,21.0,0.0
2014-04-21,50,223136,6.0,0.0
2016-10-23,3,1405685,11.0,0.0
2017-04-02,34,1323985,13.0,1.0
2016-10-31,13,1239843,1.0,1.0
2013-02-26,14,844793,1.0,2.0
2017-06-22,19,1696008,2.564,0.0
2014-02-06,18,229368,2.0,2.0
2016-02-17,41,1260238,2.0,0.0
2016-07-03,30,414455,2.0,1.0
2014-07-04,48,1466047,1.0,0.0
2015-10-18,29,362035,29.0,0.0
2014-12-28,11,1473483,1.668,0.0
2014-04-05,2,305229,37.0,0.0
2015-12-04,42,1072167,1.0,1.0
2016-06-28,44,1460018,12.0,0.0
2013-12-16,5,517904,3.0,2.0
2014-12-26,41,1464201,1.0,0.0
2017-04-17,44,1010752,10.0,0.0
2016-07-08,46,740728,2.0,0.0
2017-04-29,38,1971317,2.0,0.0
2013-07-21,1,464336,1.0,2.0
2017-04-10,6,2012591,2.0,0.0
2017-08-01,8,1958177,9.0,0.0
2016-02-21,37,645294,2.0,0.0
2015-11-05,33,723184,1.0,0.0
2014-01-20,16,1047790,3.0,2.0
2016-03-02,29,514172,7.0,1.0
2017-05-05,40,1047696,4.0,0.0
2013-10-10,31,414620,9.0,2.0
2015-03-01,45,315463,23.0,0.0
2013-05-15,17,641042,9.0,2.0
2015-10-13,4,740728,4.0,0.0
2013-06-19,10,844795,4.0,2.0
2015-06-29,3,214859,6.0,0.0
2014-04-20,45,876663,12.0,0.0
2014-10-23,23,557305,2.0,0.0
2017-04-07,45,464339,19.0,0.0
2015-11-10,42,1156722,1.0,0.0
2015-12-30,29,1014864,1.0,1.0
2016-12-15,45,1913600,2.0,0.0
2015-09-15,44,1118691,4.0,0.0
2017-07-07,53,116017,2.0,0.0
2015-01-13,3,1230426,8.0,0.0
2016-09-18,33,1071928,8.0,1.0
2016-07-04,27,1057495,4.0,1.0
2013-02-13,9,1084437,1.0,2.0
2016-08-19,28,804932,4.0,0.0
2017-06-13,11,862454,34.0,0.0
2017-06-13,16,2047496,1.0,0.0
2014-08-22,41,215327,3.0,0.0
2015-11-20,7,1057491,3.0,0.0
2014-04-03,27,1047703,3.0,0.0
2017-03-18,28,510054,9.0,0.0
2016-11-21,16,502067,1.0,0.0
2015-02-13,17,1328495,24.0,0.0
2013-12-15,48,736128,8.0,2.0
2016-12-04,48,1579069,27.0,0.0
2013-08-04,30,885543,9.0,2.0
2015-05-02,38,581078,56.0,0.0
2014-07-20,27,752987,9.0,1.0
2016-12-07,3,699703,45.038,0.0
2016-08-21,47,1502391,25.3,0.0
2014-05-28,34,872306,2.0,0.0
2014-07-15,43,1373037,2.0,0.0
2016-09-08,12,464374,1.0,0.0
2014-09-03,34,1464153,3.0,0.0
2015-02-10,4,1239914,3.0,0.0
2015-06-09,37,1176561,2.0,0.0
2015-02-09,4,1246493,2.0,0.0
2015-07-26,30,939131,3.0,0.0
2013-02-16,40,964752,18.0,2.0
2016-12-17,26,668752,3.0,0.0
2014-10-14,25,310644,21.0,0.0
2016-08-08,40,1317094,5.0,0.0
2017-01-28,48,679603,4.0,0.0
2016-09-08,37,759698,1.0,0.0
2015-09-24,40,1165989,5.0,0.0
2016-10-23,50,852934,1.0,0.0
2014-04-20,54,716245,4.0,0.0
2014-09-05,7,208514,6.0,0.0
2017-08-08,36,2011080,2.0,0.0
2015-01-05,16,1079257,1.0,0.0
2015-11-24,48,554049,13.0,0.0
2015-07-06,25,264752,1.0,0.0
2015-04-17,5,527757,1.0,0.0
2017-03-15,1,1239808,4.0,0.0
2013-05-22,45,938657,10.0,2.0
2016-09-14,38,1417148,8.0,0.0
2014-04-05,25,936994,1.0,0.0
2014-07-25,51,1179117,5.0,0.0
2014-10-04,16,1464153,3.0,0.0
2016-11-10,21,838216,3.0,0.0
2015-09-04,19,1909755,1.0,0.0
2016-04-29,23,1473415,4.0,0.0
2014-01-27,40,1463888,7.0,2.0
2017-04-02,10,1463566,4.0,0.0
2015-05-31,31,1168717,29.0,0.0
2016-03-13,27,1575240,4.0,0.0
2013-06-26,49,988459,20.943,2.0
2017-07-21,46,1087270,11.0,0.0
2017-02-24,26,153239,3.0,1.0
2013-05-11,10,507927,2.0,2.0
2015-05-20,16,557257,3.0,0.0
2016-06-14,47,1936931,7.0,0.0
2016-06-14,23,463903,3.0,0.0
2015-05-24,29,1456912,4.0,0.0
2014-08-09,16,129296,3.0,0.0
2015-08-26,27,226126,5.0,0.0
2017-08-12,54,1920084,5.0,0.0
2016-02-19,14,404333,1.0,0.0
2016-12-03,30,114790,3.0,0.0
2015-07-02,51,1711747,4.0,0.0
2013-12-11,31,1159415,28.0,2.0
2016-01-26,26,1146974,1.0,0.0
2016-12-28,9,1114566,3.0,0.0
2017-05-11,24,1987653,5.0,1.0
2016-05-17,54,1963277,53.0,1.0
2017-01-17,34,363049,2.0,0.0
2016-01-20,6,1369972,1.0,0.0
2013-12-14,7,215303,2.0,2.0
2017-04-09,36,876223,3.0,0.0
2017-02-01,47,411487,17.0,0.0
2017-03-08,27,1971373,2.0,0.0
2015-04-30,35,357961,6.0,1.0
2017-01-20,44,1974921,5.0,0.0
2014-12-30,3,370042,28.0,0.0
2014-09-11,38,1160796,2.0,0.0
2014-11-15,49,1079257,6.0,0.0
2013-10-21,31,312113,1.0,2.0
2016-09-08,38,1238497,7.0,0.0
2017-03-15,33,1076335,13.0,0.0
2017-02-17,29,1463773,3.0,0.0
2017-05-11,5,507478,1.0,0.0
2015-12-22,50,420720,7.0,0.0
2016-01-03,11,402174,8.0,0.0
2015-07-27,9,1463483,5.0,0.0
2015-05-08,29,1047786,1.0,0.0
2017-08-11,31,1971461,2.0,0.0
2013-11-10,13,1047733,4.0,2.0
2015-04-19,10,1304488,5.0,0.0
2015-07-30,3,269287,4.0,0.0
2015-09-08,31,1235365,1.0,0.0
2013-06-17,5,1082042,7.0,2.0
2015-09-07,51,1156722,1.0,0.0
2017-02-16,47,1457192,2.0,1.0
2016-06-11,24,759651,5.0,0.0
2013-04-17,5,759694,25.0,2.0
2015-12-04,17,557810,2.0,0.0
2016-04-29,49,519560,1.128,1.0
2015-01-08,44,699687,31.78,0.0
2013-03-11,37,472658,4.0,2.0
2016-01-26,3,871513,80.0,0.0
2016-06-26,23,1342006,2.0,0.0
2015-12-29,5,2011218,2.0,0.0
2014-04-22,16,321798,1.0,0.0
2016-01-16,26,1239812,1.0,0.0
2015-10-12,16,1463773,1.0,0.0
2016-09-26,26,1164923,2.0,0.0
2015-07-25,48,1110679,4.0,0.0
2017-03-25,46,2033699,3.0,0.0
2016-03-16,12,457556,1.0,0.0
2015-08-31,8,577740,3.0,0.0
2017-07-21,28,1695815,8.0,0.0
2015-10-09,16,472658,2.0,0.0
2017-07-18,6,2010282,1.0,0.0
2014-03-29,4,1038952,5.0,2.0
2016-01-19,13,1457012,8.0,0.0
2017-03-22,8,410257,15.0,0.0
2014-12-05,18,1239871,5.064,0.0
2015-05-17,9,870544,7.0,0.0
2017-08-03,28,407542,6.0,1.0
2015-05-17,36,253145,1.0,0.0
2015-12-23,24,557420,5.0,0.0
2017-02-13,8,1463610,1.0,0.0
2017-07-09,53,1239844,2.0,0.0
2013-08-22,50,809183,2.0,2.0
2016-04-11,5,268664,3.0,0.0
2014-05-30,44,877514,12.0,0.0
2014-09-12,24,417765,29.0,0.0
2016-02-22,19,1229584,3.0,0.0
2017-06-03,1,1146974,2.0,0.0
2015-08-19,46,168927,36.0,0.0
2016-07-13,46,1182733,2.0,0.0
2014-06-15,9,464339,29.0,0.0
2014-07-29,44,123347,11.0,0.0
2015-02-01,4,1146797,11.0,0.0
2016-04-22,25,1447815,2.0,0.0
2013-12-15,10,698643,9.0,2.0
2013-11-10,23,507958,2.052,2.0
2016-05-14,1,1501524,23.0,0.0
2016-12-15,26,933780,2.0,0.0
2014-05-16,48,913967,11.0,0.0
2016-06-12,13,1060036,1.0,0.0
2014-02-07,10,586824,2.0,2.0
2014-12-29,6,212552,4.0,0.0
2015-06-16,45,1458847,3.0,0.0
2016-05-02,27,1421156,1.0,0.0
2017-01-10,35,1114754,7.0,0.0
2016-10-01,51,1471461,1.0,1.0
2014-09-01,6,765517,11.0,0.0
2013-02-19,24,683720,2.0,2.0
2016-05-13,25,559870,10.0,0.0
2016-08-17,34,804098,5.0,0.0
2017-07-12,51,584076,10.552,0.0
2015-08-31,33,1460019,7.0,0.0
2015-12-11,26,1371618,2.0,0.0
2014-05-19,1,1164290,5.0,0.0
2016-05-09,27,1430040,16.0,0.0
2014-12-06,45,106716,1.0,0.0
2015-11-04,5,1463800,3.0,0.0
2015-12-15,39,305345,1.0,0.0
2017-07-24,47,1239788,1.0,0.0
2013-12-23,47,265237,42.0,2.0
2016-05-03,40,1400332,5.0,0.0
2015-12-27,38,418024,2.0,0.0
2015-10-19,43,939207,6.0,0.0
2016-11-30,24,933780,13.0,1.0
2016-12-19,8,671908,1.0,0.0
2014-04-11,11,1009512,1.0,0.0
2016-09-28,40,915310,1.0,0.0
2015-09-24,54,414478,2.0,0.0
2014-07-25,7,1146797,11.0,0.0
2016-06-19,49,1686665,24.0,0.0
2014-09-18,41,279137,1.0,0.0
2014-08-29,8,812769,5.0,0.0
2013-04-22,37,1021281,7.0,2.0
2014-10-11,49,1148972,5.0,0.0
2013-06-23,2,311954,2.0,2.0
2013-01-24,17,257847,1.0,2.0
2016-09-02,41,954796,2.0,0.0
2013-07-22,49,1109390,9.0,2.0
2013-07-03,30,586823,2.0,2.0
2017-03-26,8,1975468,1.0,1.0
2013-01-26,46,830797,3.0,2.0
2016-12-15,22,1585782,2.0,0.0
2015-10-31,6,1157564,16.0,0.0
2016-09-01,31,358231,4.0,0.0
2015-06-20,25,664545,2.0,0.0
2015-10-31,7,1709252,6.0,0.0
2015-09-11,28,214860,7.0,0.0
2014-06-12,49,838413,5.0,0.0
2015-10-05,20,1132005,3.0,0.0
2015-09-15,2,1471956,1.0,0.0
2016-03-07,44,1250226,6.0,0.0
2016-01-18,19,1458851,1.0,0.0
2017-06-27,54,1418845,5.0,0.0
2015-11-17,24,411557,2.0,0.0
2013-11-30,31,471985,8.0,2.0
2014-03-20,7,567781,1.0,2.0
2016-08-24,44,913968,28.0,0.0
2015-11-25,8,219152,1.0,0.0
2014-08-02,39,850460,7.0,0.0
2016-01-28,44,1259007,4.0,0.0
2015-06-11,45,1239897,59.925,0.0
2017-01-04,32,1943792,8.0,0.0
2017-03-05,25,559870,3.0,0.0
2017-04-05,12,368136,18.0,0.0
2015-08-03,49,765518,6.0,0.0
2016-03-09,8,159242,8.0,0.0
2016-06-27,43,1024976,2.0,0.0
2014-08-05,11,868529,71.0,0.0
2016-01-20,51,740714,2.0,0.0
2013-06-29,50,522721,7.0,2.0
2017-01-29,8,1464186,14.0,0.0
2017-08-15,29,514729,1.0,0.0
2016-08-09,31,214859,19.0,0.0
2014-09-04,33,472658,1.0,0.0
2015-09-03,1,302998,10.0,0.0
2015-10-28,4,1304243,1.0,0.0
2017-06-04,36,1092008,1.0,1.0
2014-03-10,46,1143685,209.0,2.0
2014-04-11,23,305341,1.0,0.0
2017-02-21,39,940665,1.0,0.0
2013-02-12,40,838844,10.0,2.0
2015-09-29,48,1472433,3.0,0.0
2014-10-12,13,507870,2.0,0.0
2013-12-02,8,583795,27.282,2.0
2017-01-22,1,1229919,1.0,0.0
2016-04-01,8,1464207,4.0,0.0
2017-05-03,23,223136,6.0,0.0
2016-10-18,6,510055,5.0,0.0
2015-12-30,19,464339,9.0,0.0
2014-04-10,33,1114754,6.0,0.0
2016-01-26,50,1127862,4.0,0.0
2016-01-05,49,1472453,1.0,0.0
2015-01-22,1,1146800,4.0,0.0
2015-09-03,51,1463621,2.0,0.0
2013-08-22,8,1152350,5.0,2.0
2017-08-11,33,471985,3.0,1.0
2016-01-30,2,843462,3.0,0.0
2015-05-03,48,1057490,7.0,0.0
2014-10-25,15,165594,8.0,0.0
2014-06-06,36,671076,3.0,0.0
2014-08-01,37,1230014,3.0,0.0
2016-12-28,6,1147495,7.0,0.0
2016-08-01,41,459801,7.0,0.0
2016-10-14,29,769314,2.0,0.0
2017-07-18,46,1458849,5.0,0.0
2015-12-07,20,454413,8.0,0.0
2013-03-17,40,559870,76.0,2.0
2013-04-23,49,839545,11.0,2.0
2016-06-18,51,1117662,1.0,0.0
2014-02-19,36,409739,5.0,2.0
2017-01-26,51,1695888,4.576,0.0
2015-04-02,37,577741,11.0,0.0
2015-11-25,26,1464065,2.0,0.0
2017-02-09,18,205486,3.0,0.0
2016-04-25,48,105857,12.0,0.0
2013-05-22,15,888763,1.0,2.0
2016-03-18,50,1930065,2.0,0.0
2016-11-22,13,1178691,2.0,0.0
2013-04-17,24,114799,5.0,2.0
2015-08-26,40,1466047,3.0,0.0
2014-12-21,5,1036189,5.565,0.0
2016-07-21,24,1920072,4.0,1.0
2016-03-06,44,1489900,27.0,0.0
2015-08-19,12,261053,14.0,0.0
2013-11-14,41,265254,6.0,2.0
2017-03-25,4,108831,9.014,0.0
2014-01-18,51,111223,2.0,2.0
2017-01-28,37,1166475,7.0,0.0
2014-05-22,12,108696,6.0,1.0
2016-07-02,13,1303141,3.0,0.0
2017-05-04,39,2011266,2.0,0.0
2015-11-07,20,1466288,2.0,0.0
2015-01-04,51,1179117,17.0,0.0
2017-04-03,3,1146783,4.0,0.0
2013-09-09,9,215304,4.0,2.0
2013-05-30,37,1146800,4.0,2.0
2015-01-26,27,1313222,8.0,0.0
2016-09-26,17,1457182,2.0,0.0
2016-08-13,3,1457184,5.0,0.0
2017-02-17,34,1936589,3.0,0.0
2017-06-07,45,584076,22.349,1.0
2013-11-16,27,1177984,3.0,2.0
2014-01-08,25,886396,1.0,2.0
2017-01-22,4,469643,2.0,0.0
2016-08-26,30,215331,3.0,0.0
2014-09-05,44,1464005,149.0,0.0
2013-04-28,8,830806,3.0,2.0
2016-12-01,47,1937454,1.0,0.0
2015-09-06,30,1124165,1.0,0.0
2015-05-17,46,365264,26.0,0.0
2016-02-04,19,1463507,1.0,0.0
2016-03-11,5,843462,2.0,1.0
2014-11-28,17,115693,1.0,0.0
2015-03-30,15,314879,6.0,0.0
2013-08-14,1,949053,1.0,2.0
2016-01-16,3,1317096,5.0,0.0
2017-03-22,30,769314,1.0,0.0
2013-03-30,35,1076065,1.0,2.0
2015-03-26,36,1143685,6.0,0.0
2017-04-04,12,119023,5.0,0.0
2015-12-18,9,2010568,11.0,0.0
2014-09-21,2,559873,8.0,0.0
2016-10-12,14,1239875,11.113,0.0
2017-01-27,32,788172,3.0,0.0
2013-01-23,2,111223,15.0,2.0
2017-02-23,13,940592,2.0,0.0
2017-07-13,31,559873,5.0,0.0
2016-01-04,45,1935388,2.0,0.0
2013-05-16,6,502227,6.0,2.0
2015-12-29,30,1036689,4.0,0.0
2013-03-09,17,103501,6.0,2.0
2014-03-18,8,1239897,49.586,2.0
2016-04-12,20,1239746,3.0,0.0
2017-07-17,13,2027252,9.0,0.0
2013-06-10,26,401911,1.0,2.0
2014-02-26,38,1245918,3.0,2.0
2014-11-08,17,320681,4.0,0.0
2014-08-27,11,464336,24.0,0.0
2016-01-22,48,1243814,3.0,0.0
2017-08-05,19,1584300,3.0,0.0
2015-11-17,38,1463798,2.0,0.0
2016-02-25,46,1222571,25.0,0.0
2017-05-16,36,1463602,3.0,0.0
2014-11-12,50,1695978,1.505,1.0
2015-10-24,1,108952,4.0,0.0
2014-03-16,39,1473485,2.567,2.0
2017-03-26,42,577743,2.0,0.0
2015-07-06,36,1464065,1.0,0.0
2015-02-16,33,1145597,2.0,0.0
2013-01-10,27,517615,1.0,2.0
2017-01-27,12,1003679,2.0,0.0
2016-05-04,14,329070,4.0,0.0
2013-05-17,2,847894,10.0,2.0
2016-12-12,41,1281011,2.0,0.0
2017-04-23,41,1304243,1.0,0.0
2017-05-04,6,964753,5.0,0.0
2017-01-30,48,315178,3.0,0.0
2015-05-15,47,1253708,1.0,0.0
2015-11-25,44,759657,1.0,0.0
2016-03-22,8,315712,16.0,0.0
2016-11-19,35,1161046,1.0,0.0
2016-09-24,3,1994369,5.162,0.0
2014-09-21,54,371437,10.0,0.0
2017-05-19,4,1916577,6.0,0.0
2017-04-12,24,464536,11.0,0.0
2016-02-15,22,1239820,6.0,0.0
2015-03-09,12,219152,2.0,0.0
2014-12-27,8,1695844,11.0,0.0
2013-06-09,36,979197,6.0,2.0
2013-10-04,13,468265,4.0,2.0
2017-07-29,47,686036,4.0,0.0
2016-08-04,31,1936589,1.0,0.0
2017-01-23,30,1159414,1.0,1.0
2017-05-01,24,258268,13.0,0.0
2013-07-02,15,940638,1.0,2.0
2017-06-12,37,938575,15.0,1.0
2015-03-12,3,1084436,1.0,0.0
2014-10-18,11,1464074,9.0,0.0
2014-03-24,18,1473486,5.215,2.0
2017-03-24,46,1018617,5.0,0.0
2016-05-29,35,1360012,1.0,0.0
2015-01-15,7,320682,20.0,0.0
2014-03-27,47,1173210,6.0,2.0
2017-02-03,15,1066901,19.0,0.0
2016-12-02,46,885553,2.0,0.0
2014-03-22,3,793346,4.0,2.0
2016-02-12,13,308085,3.0,0.0
2016-11-09,11,1239871,1.174,0.0
2014-02-19,50,939661,3.0,2.0
2017-04-14,9,881911,5.0,0.0
2013-08-16,8,265559,21.0,2.0
2016-11-27,46,1987653,12.0,0.0
2015-10-18,34,812725,1.0,0.0
2014-09-15,33,1464074,1.0,0.0
2014-12-07,49,1214325,11.0,0.0
2015-02-13,30,864508,5.0,0.0
2017-07-26,51,954796,3.0,0.0
2014-11-17,30,804974,3.0,0.0
2013-10-29,26,949053,1.0,2.0
2015-08-16,53,1092106,17.525,0.0
2014-07-19,6,1345071,5.0,0.0
2015-10-17,28,363868,8.0,0.0
2014-03-02,8,507479,10.0,2.0
2014-01-29,19,759894,2.0,2.0
2017-03-01,38,956012,4.0,0.0
2015-07-26,2,1464218,10.0,0.0
2016-03-30,9,1346626,8.0,0.0
2015-11-29,18,1464070,6.0,0.0
2017-03-19,7,1243817,4.0,1.0
2013-12-03,28,559873,5.0,2.0
2014-10-20,33,559493,14.0,0.0
2013-07-23,46,692104,17.0,2.0
2017-03-20,29,867850,5.0,0.0
2014-03-21,45,559494,15.0,2.0
2017-07-05,5,1964850,2.0,0.0
2017-05-16,53,1239788,1.0,0.0
2017-06-20,46,527757,3.0,0.0
2016-04-07,19,867850,2.0,0.0
2014-02-14,4,841514,2.0,2.0
2017-07-03,43,2010959,2.0,0.0
2017-01-08,41,2048113,1.0,0.0
2016-02-18,17,770456,6.0,0.0
2016-03-09,20,1016067,1.0,0.0
2014-10-24,19,1464093,1.0,1.0
2015-11-11,51,1695950,35.689,1.0
2016-02-13,45,1239890,10.067,0.0
2016-01-09,18,864290,4.0,0.0
2015-07-03,51,743494,7.0,0.0
2014-04-23,49,671699,2.076,0.0
2016-05-14,41,564287,5.0,0.0
2016-08-10,35,1209720,1.0,0.0
2014-05-09,51,724498,1.0,0.0
2015-10-27,9,1464090,2.0,0.0
2015-10-23,8,2011073,3.0,0.0
2017-01-25,42,1017791,5.0,0.0
2015-01-20,32,221506,2.0,0.0
2014-01-25,28,551893,9.0,2.0
2016-03-13,25,2010290,2.0,0.0
2014-06-07,30,464906,2.0,0.0
2015-07-14,20,1228995,2.0,0.0
2014-05-07,10,554145,2.0,0.0
2016-06-23,45,1109391,9.0,0.0
2016-03-25,19,1427659,8.0,0.0
2013-09-22,49,1118683,1.0,2.0
2016-09-25,36,732007,1.0,0.0
2014-01-11,50,1696041,28.0,2.0
2016-01-08,3,1975598,11.0,0.0
