ORDERKEY,CUSTKEY,PARTKEY,SUPPKEY,ORDERDATE,REVENUE
89985,47954,520445,1681,19980611,190
89986,148919,584331,18355,19971118,898
89986,148919,44358,1749,19971118,326
89986,148919,309607,3875,19971118,478
89986,148919,363282,4681,19971118,742
89986,148919,70555,18506,19971118,745
89987,265510,578976,11461,19930726,47
89987,265510,33296,17875,19930726,289
89988,221206,113755,7791,19920227,837
89988,221206,275004,19470,19920227,198
89989,177715,318980,8971,19961022,822
89989,177715,85203,512,19961022,106
89990,27910,111221,16975,19980326,324
89990,27910,281827,9518,19980326,595
89990,27910,252917,18116,19980326,620
89990,27910,373002,12077,19980326,298
89991,178184,41308,10752,19940906,650
89991,178184,61083,2085,19940906,894
89991,178184,7877,17566,19940906,348
89991,178184,375990,10088,19940906,835
89991,178184,49818,2319,19940906,596
89991,178184,277897,5696,19940906,300
90016,131107,517207,2452,19940729,423
90017,7025,451029,789,19970815,376
90017,7025,28294,7086,19970815,170
90017,7025,320844,19304,19970815,538
90017,7025,219922,1889,19970815,140
90017,7025,228211,1943,19970815,1006
90017,7025,328762,8234,19970815,478
90018,152947,505068,14268,19970830,839
90019,177968,426199,16249,19980414,278
90019,177968,321977,1771,19980414,354
90020,99946,275154,1759,19960511,577
90020,99946,312317,9412,19960511,956
90020,99946,309633,6745,19960511,723
90020,99946,192893,17797,19960511,262
90021,77149,464385,7961,19950817,919
90021,77149,116119,32,19950817,524
90021,77149,403035,14398,19950817,949
90021,77149,395694,1158,19950817,275
90021,77149,27160,817,19950817,296
90021,77149,464632,1540,19950817,487
90022,29635,332784,1094,19940510,124
90022,29635,489555,5431,19940510,697
90022,29635,139763,3361,19940510,43
90022,29635,581759,19809,19940510,588
90022,29635,15878,1219,19940510,885
90022,29635,455373,6135,19940510,934
90022,29635,453578,2505,19940510,356
90023,69511,277614,9855,19931007,756
90023,69511,242779,1788,19931007,148
90048,48640,507223,273,19970907,205
90048,48640,92182,3713,19970907,895
90048,48640,95731,14579,19970907,381
90048,48640,342498,14656,19970907,938
90048,48640,552226,6994,19970907,493
90048,48640,449879,16845,19970907,369
90049,278264,220999,17242,19920627,694
90049,278264,321141,5330,19920627,285
90050,74273,579791,16737,19960603,202
90050,74273,542028,7698,19960603,267
90050,74273,60647,4394,19960603,955
90050,74273,488885,4249,19960603,5
90050,74273,277422,18751,19960603,1012
90050,74273,16176,17628,19960603,3
90050,74273,67106,18207,19960603,692
90051,1148,449282,10135,19950129,455
90051,1148,79761,4228,19950129,735
90051,1148,134508,6235,19950129,246
90051,1148,463931,2051,19950129,1011
90051,1148,272754,2836,19950129,105
90051,1148,162992,14201,19950129,1014
90052,91706,311271,9048,19960301,419
90052,91706,123532,14684,19960301,583
90053,188800,367466,16353,19940810,641
90053,188800,196334,11377,19940810,51
90053,188800,370154,4262,19940810,429
90053,188800,366747,19309,19940810,845
90053,188800,101146,16650,19940810,953
90054,32891,257807,10852,19980301,365
90054,32891,345738,2649,19980301,9
90054,32891,402869,5198,19980301,488
90054,32891,7306,968,19980301,375
90054,32891,386155,17932,19980301,41
90054,32891,493714,14076,19980301,308
90055,184082,182118,15232,19980107,40
90055,184082,247899,10754,19980107,55
90080,254897,589274,1197,19960608,603
90080,254897,312107,12094,19960608,538
90080,254897,378920,18550,19960608,355
90080,254897,97913,13166,19960608,748
90080,254897,416808,397,19960608,214
90080,254897,280393,15995,19960608,709
90080,254897,149326,18460,19960608,1016
90081,39538,519073,13301,19951202,316
90081,39538,59588,4571,19951202,285
90081,39538,91768,12812,19951202,589
90081,39538,336411,2207,19951202,142
90081,39538,247137,6695,19951202,266
90081,39538,419013,9947,19951202,381
90081,39538,148010,3067,19951202,998
90082,5387,3806,3550,19980620,94
90083,233881,512265,7309,19940302,522
90083,233881,228127,200,19940302,57
90083,233881,123509,15802,19940302,768
90083,233881,404918,2215,19940302,441
90083,233881,249288,18123,19940302,327
90083,233881,580549,4023,19940302,727
90083,233881,78143,3243,19940302,805
90084,230914,549270,15215,19920813,379
90084,230914,569153,18285,19920813,927
90085,150572,335944,17697,19950131,404
90085,150572,206115,19336,19950131,111
90085,150572,365823,16860,19950131,637
90085,150572,181531,11667,19950131,340
90085,150572,587106,19360,19950131,660
90085,150572,475270,19370,19950131,722
90085,150572,49244,14850,19950131,416
90086,162985,228515,10857,19971017,420
90086,162985,38388,17308,19971017,815
90086,162985,184981,12559,19971017,318
90086,162985,369706,13051,19971017,844
90086,162985,42186,38,19971017,781
90086,162985,404727,17793,19971017,689
90086,162985,44075,31,19971017,398
90087,275152,368485,18289,19940421,561
90112,250774,557451,2537,19970814,249
90112,250774,63606,10431,19970814,883
90112,250774,418429,4138,19970814,240
90112,250774,521215,16139,19970814,543
90112,250774,51783,17398,19970814,559
90112,250774,312471,17264,19970814,557
90113,49082,552151,9104,19920820,527
90113,49082,396259,6596,19920820,832
90113,49082,511794,7276,19920820,807
90113,49082,116095,19757,19920820,298
90113,49082,1659,12670,19920820,161
90113,49082,280229,17559,19920820,611
90113,49082,408211,3982,19920820,848
90114,214882,392616,16569,19960113,234
90115,106874,551329,15169,19950401,1004
90115,106874,384937,17165,19950401,486
90115,106874,419838,4074,19950401,828
90115,106874,212090,15174,19950401,958
90115,106874,591992,19083,19950401,685
90115,106874,398986,19579,19950401,493
90115,106874,141167,15633,19950401,569
90116,129419,186851,13322,19920330,36
90116,129419,596698,11632,19920330,993
90116,129419,303072,3919,19920330,890
90116,129419,323982,5556,19920330,979
90116,129419,157178,14314,19920330,506
90116,129419,475369,5056,19920330,543
90116,129419,516594,1323,19920330,873
90117,138790,380899,19879,19980619,262
90117,138790,360803,14669,19980619,552
90117,138790,401576,9123,19980619,561
90117,138790,487159,3394,19980619,586
90117,138790,76535,13326,19980619,710
90117,138790,512082,18671,19980619,359
90118,124342,40955,9625,19920701,671
90118,124342,128123,19614,19920701,509
90118,124342,562206,2658,19920701,149
90118,124342,182577,1921,19920701,703
90119,295531,63859,15802,19960427,574
90119,295531,473378,15421,19960427,480
90119,295531,60034,15431,19960427,115
90119,295531,388332,13267,19960427,221
90119,295531,495854,7409,19960427,896
90144,187819,267485,13315,19940527,661
90144,187819,406230,15776,19940527,632
90145,44638,59952,6193,19950125,214
90145,44638,212499,3760,19950125,965
90145,44638,263002,7810,19950125,619
90145,44638,74560,1435,19950125,874
90145,44638,326166,12362,19950125,53
90146,220223,316692,9684,19951129,256
90146,220223,41531,13130,19951129,518
90146,220223,201150,12974,19951129,650
90146,220223,312382,3089,19951129,661
90146,220223,198481,16400,19951129,913
90146,220223,466591,12494,19951129,568
90147,182050,72661,2376,19920113,41
90147,182050,207812,399,19920113,628
90147,182050,92559,1052,19920113,490
90148,284612,421264,897,19920904,623
90149,271535,470149,14675,19950130,485
90149,271535,386039,7170,19950130,220
90149,271535,344014,14604,19950130,335
90149,271535,229467,345,19950130,232
90149,271535,437616,8274,19950130,943
90150,88642,64673,2334,19920921,737
90150,88642,350686,3326,19920921,377
90150,88642,177829,10676,19920921,60
90150,88642,160163,4233,19920921,775
90150,88642,255853,8377,19920921,1015
90150,88642,504664,19537,19920921,848
90150,88642,283960,13607,19920921,722
90151,289322,109469,5833,19970206,524
90151,289322,233376,8894,19970206,96
90176,231463,438305,11517,19920825,957
90176,231463,391671,5821,19920825,431
90176,231463,212974,9762,19920825,387
90176,231463,440128,3654,19920825,329
90176,231463,422501,11922,19920825,838
90176,231463,571440,18282,19920825,946
90177,80422,83253,10501,19950422,666
90177,80422,26243,19593,19950422,963
90178,128062,273742,15599,19950321,422
90179,132959,170192,14922,19931026,981
90179,132959,214067,2662,19931026,481
90179,132959,217911,5950,19931026,553
90179,132959,25551,14235,19931026,220
90179,132959,419513,7435,19931026,850
90179,132959,142566,3909,19931026,951
90179,132959,303831,1780,19931026,228
90180,234905,472485,8696,19940731,68
90180,234905,43811,17786,19940731,512
90180,234905,127741,14866,19940731,380
90180,234905,130076,751,19940731,581
90180,234905,377856,9502,19940731,308
90180,234905,214135,3440,19940731,566
90181,36878,93620,6085,19930415,836
90181,36878,268322,17884,19930415,673
90181,36878,86182,4912,19930415,893
90181,36878,48563,10978,19930415,380
90181,36878,191729,13885,19930415,719
90181,36878,374431,12113,19930415,425
90181,36878,246941,13984,19930415,681
90182,295216,127364,14811,19920710,511
90182,295216,406307,12414,19920710,422
90182,295216,192734,85,19920710,539
90182,295216,468959,19852,19920710,531
90182,295216,182074,8726,19920710,586
90183,292981,59924,18134,19980510,985
90208,219370,450851,18028,19961013,702
90208,219370,40150,8888,19961013,842
90208,219370,388257,16337,19961013,752
90208,219370,432124,14230,19961013,736
90208,219370,298052,18187,19961013,582
90208,219370,546788,3264,19961013,658
90209,231196,254192,8608,19950405,13
90209,231196,191198,9215,19950405,84
90209,231196,461071,11301,19950405,645
90209,231196,212171,11233,19950405,801
90209,231196,142059,10012,19950405,722
90209,231196,183131,1220,19950405,599
90209,231196,472699,17263,19950405,501
90210,93232,35368,10824,19920910,476
90210,93232,423793,14838,19920910,451
90210,93232,88216,18065,19920910,181
90211,50071,9671,9160,19950912,477
90212,39640,196552,1691,19920113,146
90212,39640,448076,17706,19920113,916
90212,39640,208599,11073,19920113,231
90212,39640,115138,18342,19920113,857
90212,39640,109497,12093,19920113,901
90212,39640,104367,2253,19920113,480
90213,213373,283272,13658,19970531,2
90213,213373,552141,7171,19970531,199
90213,213373,224406,18552,19970531,177
90213,213373,578735,3346,19970531,877
90213,213373,183309,5448,19970531,697
90213,213373,470333,19967,19970531,50
90214,243616,258606,13065,19931127,507
90214,243616,577525,18911,19931127,210
90214,243616,248711,3132,19931127,572
90214,243616,484574,17649,19931127,238
90214,243616,432865,9944,19931127,269
90214,243616,147440,8224,19931127,358
90215,31721,187447,3173,19951203,844
90215,31721,410012,18861,19951203,571
90215,31721,63662,11101,19951203,225
90215,31721,157053,4392,19951203,728
90215,31721,179685,5855,19951203,740
90215,31721,153679,16454,19951203,182
90240,24518,5947,7427,19941115,752
90241,161212,133129,1227,19950629,215
90241,161212,97541,18539,19950629,226
90242,167491,113120,16062,19920128,312
90242,167491,407717,1863,19920128,6
90242,167491,495339,4749,19920128,777
90242,167491,158004,11667,19920128,523
90242,167491,569845,12149,19920128,542
90242,167491,171241,5713,19920128,730
90243,118480,236392,8971,19970225,367
90243,118480,428164,6886,19970225,589
90243,118480,351766,12323,19970225,106
90244,186908,166577,14815,19970719,677
90244,186908,47492,4830,19970719,976
90244,186908,197303,5039,19970719,610
90244,186908,460550,19441,19970719,244
90244,186908,463245,19148,19970719,925
90244,186908,142525,8452,19970719,552
90245,62221,580524,9736,19960315,1022
90246,230612,349026,4778,19930711,188
90246,230612,474496,15497,19930711,445
90246,230612,252402,14504,19930711,331
90246,230612,116325,4982,19930711,395
90246,230612,273538,7503,19930711,62
90247,190249,394912,17783,19930513,669
90272,114923,342810,12963,19930422,834
90272,114923,395242,8727,19930422,725
90272,114923,223991,12326,19930422,599
90273,97361,450469,3457,19930707,39
90273,97361,230954,8668,19930707,341
90273,97361,241870,10159,19930707,180
90273,97361,103735,1501,19930707,452
90274,129701,326539,4027,19940301,138
90274,129701,524893,6502,19940301,130
90274,129701,74655,16742,19940301,967
90275,71704,331984,8076,19930813,409
90276,7420,59513,899,19920625,838
90276,7420,24305,17761,19920625,266
90276,7420,481004,3361,19920625,28
90277,204712,387406,18477,19940716,68
90277,204712,523566,7717,19940716,723
90277,204712,563187,14036,19940716,321
90278,193408,550886,8446,19941104,898
90278,193408,129329,17118,19941104,162
90278,193408,423948,7945,19941104,587
90278,193408,283066,6259,19941104,551
90278,193408,76228,4185,19941104,444
90278,193408,157018,6943,19941104,632
90279,84130,34058,4085,19950211,550
90279,84130,9608,12619,19950211,829
90279,84130,77588,18079,19950211,127
90279,84130,208478,6656,19950211,156
90304,67189,68792,13965,19960524,714
90304,67189,585180,6829,19960524,438
90304,67189,507380,6314,19960524,729
90304,67189,331314,5679,19960524,798
90304,67189,379578,764,19960524,557
90305,15032,596560,550,19940303,549
90305,15032,374175,3146,19940303,967
90305,15032,145442,5149,19940303,192
90306,26173,466129,13969,19980712,484
90306,26173,20459,7527,19980712,9
90307,72424,84451,717,19930108,454
90307,72424,351389,19921,19930108,153
90307,72424,578226,9940,19930108,497
90308,109717,121467,2121,19951014,951
90309,205562,548268,3290,19960428,311
90309,205562,527964,8105,19960428,323
90309,205562,86984,8971,19960428,974
90309,205562,325374,10944,19960428,905
90309,205562,148159,6774,19960428,359
90310,76657,484454,9103,19940830,222
90310,76657,207392,8585,19940830,844
90310,76657,236331,4626,19940830,970
90310,76657,4015,15454,19940830,45
90311,165250,163332,14676,19950822,58
90311,165250,112095,8034,19950822,882
90336,245440,339376,15754,19970302,709
90337,90059,530590,9548,19941202,226
90337,90059,415568,9060,19941202,401
90338,112003,76642,2328,19980518,734
90339,212716,394126,13827,19920918,255
90339,212716,67208,7319,19920918,510
90339,212716,350691,16827,19920918,545
90339,212716,258292,4726,19920918,882
90340,291727,263928,12130,19961014,387
90340,291727,28863,5947,19961014,125
90340,291727,299076,7782,19961014,721
90340,291727,358101,19632,19961014,20
90340,291727,1331,18294,19961014,531
90340,291727,164865,5576,19961014,332
90341,143569,334623,16777,19950324,699
90341,143569,193029,19664,19950324,913
90341,143569,27540,12069,19950324,369
90341,143569,252044,18513,19950324,3
90341,143569,87816,16369,19950324,93
90341,143569,509319,1005,19950324,924
90341,143569,516493,9432,19950324,436
90342,53981,486351,9833,19931026,272
90342,53981,288297,767,19931026,282
90342,53981,399547,7304,19931026,205
90342,53981,569625,17199,19931026,749
90342,53981,86378,18098,19931026,194
90342,53981,350768,1091,19931026,33
90342,53981,351601,15879,19931026,612
90343,48898,545961,7640,19940403,156
90343,48898,164784,15384,19940403,547
90368,111242,468255,6579,19941111,710
90368,111242,352858,3190,19941111,101
90368,111242,71923,10093,19941111,758
90368,111242,393990,2658,19941111,709
90368,111242,182667,7399,19941111,976
90368,111242,475719,11104,19941111,72
90369,31687,350704,1369,19930216,604
90370,47200,194406,28,19970607,482
90370,47200,367609,4775,19970607,218
90370,47200,199491,11518,19970607,623
90370,47200,31843,16319,19970607,791
90370,47200,581374,6659,19970607,333
90371,71039,564166,288,19930111,435
90371,71039,130617,17149,19930111,229
90371,71039,466834,13326,19930111,312
90371,71039,477949,7993,19930111,643
90371,71039,73241,2334,19930111,525
90371,71039,350567,16012,19930111,44
90371,71039,565505,8613,19930111,201
90372,236416,432538,11059,19960929,833
90372,236416,59804,19828,19960929,238
90372,236416,124094,8554,19960929,441
90372,236416,39109,16247,19960929,736
90372,236416,304521,2639,19960929,500
90372,236416,74611,9816,19960929,1008
90373,224579,583818,1883,19921207,487
90373,224579,415105,19471,19921207,382
90373,224579,454392,5559,19921207,31
90374,185428,396717,14555,19960802,101
90374,185428,421718,17967,19960802,797
90374,185428,6104,16356,19960802,849
90374,185428,574508,14363,19960802,87
90374,185428,540300,9858,19960802,176
90375,62674,554125,2139,19960214,454
90375,62674,571205,18977,19960214,604
90375,62674,232745,2160,19960214,201
90400,46861,310860,15486,19931005,434
90400,46861,420600,17122,19931005,92
90400,46861,408129,8811,19931005,628
90400,46861,212843,5716,19931005,373
90400,46861,46963,6401,19931005,922
90401,91318,164337,8636,19960928,814
90401,91318,198954,2998,19960928,745
90401,91318,18960,14921,19960928,990
90401,91318,59475,3941,19960928,501
90401,91318,587180,15453,19960928,357
90401,91318,531670,11641,19960928,699
90402,272110,524429,16643,19960429,412
90402,272110,70397,4544,19960429,674
90403,128137,144781,10643,19930425,902
90403,128137,322579,13676,19930425,124
90403,128137,574269,11671,19930425,1000
90403,128137,125255,860,19930425,315
90403,128137,356620,13832,19930425,783
90403,128137,308429,1920,19930425,467
90403,128137,356696,285,19930425,392
90404,192154,386904,4881,19950426,26
90404,192154,485771,11362,19950426,262
90404,192154,143190,13409,19950426,585
90405,7486,430483,9703,19980415,658
90405,7486,321093,15437,19980415,809
90405,7486,201561,3211,19980415,272
90405,7486,26261,2365,19980415,838
90406,83893,218882,1288,19980709,1013
90406,83893,148480,15788,19980709,207
90406,83893,92288,14325,19980709,425
90407,265322,503563,15084,19960902,620
90407,265322,378793,14745,19960902,765
90407,265322,371072,7277,19960902,425
90432,53129,400034,8872,19980519,722
90432,53129,366769,10894,19980519,974
90432,53129,477235,4946,19980519,383
90432,53129,75102,4941,19980519,4
90432,53129,433524,8546,19980519,705
90432,53129,431246,4963,19980519,958
90432,53129,542564,6228,19980519,272
90433,125609,67609,17667,19941014,120
90433,125609,489294,15400,19941014,264
90433,125609,551259,13927,19941014,624
90433,125609,403200,2325,19941014,191
90433,125609,176748,9999,19941014,845
90433,125609,590950,715,19941014,769
90433,125609,282242,4805,19941014,811
90434,295952,36186,7777,19940313,377
90434,295952,373995,3312,19940313,389
90435,52168,15802,14612,19920903,893
90435,52168,368930,2072,19920903,230
90435,52168,192728,10295,19920903,960
90435,52168,363988,5843,19920903,232
90435,52168,544644,13583,19920903,877
90436,163963,372628,15986,19940309,67
90436,163963,558225,3927,19940309,285
90436,163963,480231,5474,19940309,529
90436,163963,31839,1027,19940309,45
90436,163963,505199,6708,19940309,983
90436,163963,268405,14585,19940309,88
90437,201299,430702,1768,19980102,704
90437,201299,400542,2728,19980102,58
90438,122822,330117,13175,19970503,189
90438,122822,76372,8290,19970503,505
90438,122822,172187,19270,19970503,948
90439,267017,55832,14911,19930416,109
90439,267017,553893,17476,19930416,235
90439,267017,265526,18268,19930416,471
90439,267017,483412,7783,19930416,750
90439,267017,101384,5608,19930416,856
90439,267017,548580,5367,19930416,979
90464,43415,85139,13100,19960315,48
90464,43415,518540,4515,19960315,338
90464,43415,93429,7100,19960315,632
90464,43415,50464,17855,19960315,1009
90465,72868,328165,11177,19920629,925
90465,72868,263727,4714,19920629,701
90465,72868,251140,17848,19920629,325
90465,72868,504778,15596,19920629,441
90465,72868,399696,1712,19920629,357
90466,67828,545779,6929,19980429,513
90466,67828,106250,2526,19980429,446
90467,267238,98101,3824,19960806,225
90467,267238,571916,15885,19960806,141
90467,267238,187537,3859,19960806,557
90467,267238,118826,12521,19960806,371
90468,148264,418311,9300,19940724,285
90468,148264,347139,9100,19940724,231
90468,148264,549329,12336,19940724,398
90469,57326,460068,18501,19960506,62
90469,57326,153101,15610,19960506,918
90470,166369,149186,9404,19970402,397
90470,166369,564358,19081,19970402,628
90470,166369,364192,8579,19970402,799
90470,166369,371842,4977,19970402,192
90470,166369,546409,1089,19970402,354
90470,166369,488077,15151,19970402,793
90470,166369,499998,15513,19970402,499
90471,158417,462557,5736,19961015,385
90471,158417,583761,14353,19961015,268
90496,9664,307536,16135,19970307,362
90496,9664,342206,15962,19970307,104
90496,9664,448778,1411,19970307,924
90496,9664,11011,10215,19970307,75
90496,9664,256252,607,19970307,512
90496,9664,12495,7714,19970307,684
90496,9664,596652,3938,19970307,1006
90497,100742,123500,5165,19950513,81
90497,100742,255366,6106,19950513,446
90497,100742,120002,2289,19950513,922
90497,100742,269568,16912,19950513,700
90498,256202,373313,7692,19940525,997
90498,256202,59048,6713,19940525,319
90499,73861,334278,373,19970617,110
90499,73861,393839,15704,19970617,878
90499,73861,52051,3610,19970617,151
90499,73861,15919,802,19970617,750
90499,73861,546143,4771,19970617,154
90499,73861,215528,3959,19970617,373
90499,73861,163440,10563,19970617,873
90500,278117,128992,172,19920604,639
90500,278117,167300,9283,19920604,532
90501,10762,275845,8930,19940923,361
90501,10762,519679,14039,19940923,453
90501,10762,39683,1829,19940923,455
90501,10762,348931,18760,19940923,56
90501,10762,70019,5073,19940923,1007
90501,10762,195685,14889,19940923,794
90501,10762,273707,17051,19940923,289
90502,246344,576912,80,19920822,669
90502,246344,159035,17226,19920822,415
90502,246344,487917,1159,19920822,804
90502,246344,215777,3647,19920822,344
90502,246344,163204,343,19920822,964
90502,246344,368560,18680,19920822,146
90503,299954,354885,12753,19960509,88
90503,299954,543029,10244,19960509,754
90503,299954,75680,9260,19960509,865
90503,299954,542088,11546,19960509,354
90503,299954,468211,12543,19960509,732
90503,299954,211115,10068,19960509,730
90528,119854,450700,1972,19951124,24
90528,119854,508144,14087,19951124,998
90529,163357,467047,11476,19951014,322
90529,163357,448722,2058,19951014,866
90529,163357,257543,884,19951014,461
90530,225835,383197,1699,19961127,593
90530,225835,587316,5791,19961127,117
90531,283415,545248,202,19951119,409
90532,249518,364464,16077,19921108,908
90532,249518,137749,5614,19921108,365
90532,249518,344627,12932,19921108,654
90532,249518,335288,7930,19921108,450
90532,249518,570422,17536,19921108,847
90532,249518,281970,2755,19921108,338
90532,249518,260648,9355,19921108,905
90533,232285,105375,8533,19950622,589
90534,103271,231889,6694,19921014,348
90534,103271,350281,108,19921014,781
90534,103271,560923,1652,19921014,164
90534,103271,231626,1875,19921014,639
90535,175180,4495,9021,19940330,587
90535,175180,544668,496,19940330,208
90535,175180,33536,11490,19940330,108
90535,175180,229882,7482,19940330,782
90535,175180,224242,4398,19940330,348
90535,175180,232928,16704,19940330,567
90535,175180,413102,2440,19940330,564
90560,43604,396852,16140,19970806,486
90560,43604,274933,15263,19970806,537
90560,43604,187925,15942,19970806,35
90560,43604,49010,6479,19970806,162
90560,43604,496741,587,19970806,955
90560,43604,315762,3713,19970806,814
90560,43604,10122,1031,19970806,842
90561,236218,317951,7562,19930413,419
90561,236218,194737,3582,19930413,607
90561,236218,539704,13879,19930413,753
90561,236218,595596,8762,19930413,103
90561,236218,370576,9092,19930413,673
90561,236218,255629,13616,19930413,962
90561,236218,351975,18924,19930413,498
90562,184262,235310,11676,19950516,286
90562,184262,246714,9938,19950516,176
90562,184262,505670,106,19950516,677
90563,289142,143378,2058,19940715,654
90563,289142,137552,1418,19940715,844
90563,289142,30030,4782,19940715,91
90563,289142,98482,4411,19940715,783
90563,289142,373425,1559,19940715,626
90564,195466,255242,13293,19980602,554
90564,195466,451634,7726,19980602,344
90564,195466,599842,18802,19980602,525
90564,195466,338742,12476,19980602,306
90565,186337,213786,2790,19930715,168
90565,186337,287575,7029,19930715,251
90565,186337,271019,10077,19930715,803
90565,186337,406725,13393,19930715,263
90566,42643,407325,9808,19920719,887
90566,42643,504218,17096,19920719,257
90566,42643,589424,4358,19920719,153
90566,42643,444620,14696,19920719,177
90566,42643,323479,14413,19920719,276
90566,42643,108427,15359,19920719,506
90566,42643,128777,18699,19920719,71
90567,278299,138998,2854,19921126,119
90567,278299,339345,14997,19921126,878
90567,278299,354709,3587,19921126,335
90567,278299,592498,17319,19921126,14
90567,278299,513703,16259,19921126,751
90567,278299,393468,122,19921126,8
90567,278299,410586,2825,19921126,260
90592,54212,108485,6171,19950105,447
90592,54212,497656,662,19950105,255
90592,54212,96250,15173,19950105,1002
90593,30172,166413,10775,19950914,52
90593,30172,290167,2476,19950914,672
90593,30172,29779,11283,19950914,91
90593,30172,87156,4935,19950914,291
90593,30172,226236,12428,19950914,927
90594,99445,588288,8628,19930309,483
90595,38764,172708,16043,19940126,169
90595,38764,488238,4634,19940126,733
90595,38764,211948,10967,19940126,394
90596,204844,192782,10724,19940606,70
90596,204844,70526,11772,19940606,899
90596,204844,324490,19387,19940606,668
90596,204844,294026,6995,19940606,635
90596,204844,90227,18135,19940606,393
90596,204844,241059,9681,19940606,939
90596,204844,263528,625,19940606,662
90597,291164,514581,9630,19930314,564
90597,291164,146631,2992,19930314,843
90597,291164,223043,15222,19930314,851
90597,291164,468173,12997,19930314,592
90597,291164,181499,5487,19930314,158
90597,291164,52378,8514,19930314,424
90597,291164,113740,19209,19930314,102
90598,289186,22331,3739,19940406,515
90598,289186,308631,13528,19940406,505
90598,289186,156213,12518,19940406,904
90598,289186,461326,6646,19940406,626
90598,289186,302757,11452,19940406,109
90598,289186,425043,2831,19940406,732
90598,289186,92954,4650,19940406,736
90599,22378,473592,5912,19950403,616
90599,22378,49243,7166,19950403,558
90599,22378,223049,15663,19950403,174
90599,22378,572397,6632,19950403,902
90599,22378,470224,9481,19950403,80
90624,176638,483632,16323,19980729,596
90625,238286,141419,9192,19931208,159
90625,238286,214757,5639,19931208,217
90626,164956,429853,1290,19960720,356
90626,164956,526193,10598,19960720,228
90627,115393,251950,1069,19970306,198
90627,115393,311208,2810,19970306,187
90627,115393,258666,15416,19970306,474
90627,115393,384426,14653,19970306,1004
90627,115393,242845,17556,19970306,149
90627,115393,287301,8422,19970306,393
90627,115393,465587,14027,19970306,64
90628,193711,516369,19397,19920802,813
90629,89284,67028,134,19970104,635
90629,89284,328047,16805,19970104,323
90629,89284,80827,16019,19970104,802
90629,89284,52983,16375,19970104,140
90629,89284,82499,8018,19970104,714
90630,290008,595910,1616,19930217,442
90630,290008,255953,13572,19930217,988
90631,51229,401420,14340,19940926,365
90631,51229,259777,8827,19940926,494
90631,51229,457215,12770,19940926,577
90631,51229,204973,3531,19940926,1012
90631,51229,371267,9487,19940926,741
90631,51229,484451,951,19940926,508
90656,286931,461141,2800,19940902,436
90657,247093,291381,6612,19950821,772
90658,259189,307183,7231,19940507,193
90658,259189,412393,10036,19940507,699
90658,259189,481298,12854,19940507,89
90659,188695,582088,8633,19980629,821
90659,188695,146471,18573,19980629,728
90659,188695,532896,4787,19980629,732
90660,85540,287757,15712,19960216,629
90660,85540,328562,19545,19960216,797
90660,85540,337494,2229,19960216,706
90660,85540,458763,7828,19960216,192
90661,65581,318524,635,19930123,874
90661,65581,226093,9258,19930123,623
90661,65581,130081,16213,19930123,564
90662,10439,94908,12186,19971019,180
90662,10439,318596,9484,19971019,523
90662,10439,226429,7260,19971019,361
90662,10439,385879,4764,19971019,851
90662,10439,59272,3608,19971019,745
90662,10439,169698,9810,19971019,201
90662,10439,299101,13546,19971019,856
90663,247159,178269,12668,19970913,804
90663,247159,365333,251,19970913,926
90663,247159,343313,16500,19970913,467
90688,194510,119006,17152,19980223,653
90688,194510,330519,3850,19980223,485
90688,194510,219069,12815,19980223,485
90688,194510,285725,7603,19980223,167
90689,20626,321657,17289,19960528,221
90689,20626,76898,13311,19960528,599
90689,20626,10832,7781,19960528,990
90689,20626,237965,11323,19960528,544
90689,20626,475271,15148,19960528,500
90689,20626,70516,19854,19960528,1005
90690,138196,573654,422,19930427,872
90690,138196,596040,8213,19930427,864
90690,138196,31057,8564,19930427,764
90690,138196,573254,2152,19930427,903
90691,58993,18662,7024,19921007,922
90691,58993,441158,11337,19921007,553
90692,290584,247632,5917,19950627,154
90692,290584,342099,14328,19950627,605
90693,133085,322651,8450,19970620,69
90694,251194,347955,16021,19960222,644
90694,251194,465185,3591,19960222,47
90694,251194,353649,7601,19960222,712
90695,212482,108637,9189,19971116,420
90695,212482,59452,3354,19971116,904
90720,252365,224185,4239,19970708,950
90720,252365,463302,14367,19970708,664
90720,252365,507146,18971,19970708,1004
90721,81904,435740,4459,19970731,537
90721,81904,472487,16941,19970731,797
90721,81904,83951,1180,19970731,995
90721,81904,358749,19663,19970731,82
90721,81904,78652,12772,19970731,166
90721,81904,102652,16312,19970731,447
90721,81904,270742,774,19970731,972
90722,144202,555744,4067,19950110,981
90722,144202,176048,7876,19950110,246
90722,144202,229682,19684,19950110,876
90722,144202,461588,6621,19950110,65
90722,144202,501488,4881,19950110,245
90722,144202,297184,10395,19950110,953
90722,144202,357120,600,19950110,55
90723,189974,302008,10699,19980307,800
90723,189974,440805,12484,19980307,779
90723,189974,400341,2863,19980307,299
90723,189974,119085,13697,19980307,433
90723,189974,459920,16871,19980307,190
90723,189974,64531,14913,19980307,744
90723,189974,365843,9347,19980307,233
90724,292681,514564,11711,19940414,581
90724,292681,461989,14001,19940414,161
90724,292681,46303,19021,19940414,793
90724,292681,4847,1422,19940414,669
90724,292681,459661,9558,19940414,122
90724,292681,521061,10068,19940414,195
90724,292681,455717,4569,19940414,29
90725,263836,228457,5095,19940814,395
