DATEKEY,DATE,DAYOFWEEK,MONTH,YEAR,YEARMONTHNUM,YEARMONTH,DAYNUMINWEEK,DAYNUMINMONTH,DAYNUMINYEAR,MONTHNUMINYEAR,WEEKNUMINYEAR,SELLINGSEASON,LASTDAYINMONTHFL,HOLIDAYFL,WEEKDAYFL
19950418,139,400,971,993,179,310,1,640,107,19,24,814,841,585,805
19950419,201,778,383,409,262,100,403,360,57,551,76,550,142,892,872
19950420,1015,180,265,428,948,622,843,690,276,523,648,20,800,437,14
19950421,80,106,4,527,915,934,901,885,107,422,487,992,381,1005,911
19950422,904,807,808,643,947,153,391,346,932,136,310,149,392,933,740
19950423,74,716,259,545,674,426,654,979,365,300,280,683,247,766,804
19950424,14,882,254,488,569,229,222,144,211,883,615,834,540,643,86
19950425,559,495,562,793,212,48,306,713,1001,665,835,458,703,235,49
19950426,88,206,1006,123,585,205,982,642,564,329,991,767,702,300,213
19950427,21,145,334,743,532,96,827,1000,56,381,175,207,855,463,882
19950428,528,274,268,356,601,180,409,827,376,978,275,107,600,902,342
19950429,1014,991,185,339,175,415,1022,377,685,783,348,302,951,860,455
19950430,193,229,295,933,17,854,795,56,1002,235,740,155,1018,473,804
19950501,830,341,688,127,873,242,717,396,647,981,201,535,559,670,275
19950502,1011,875,629,644,788,874,465,470,1015,155,84,852,301,470,514
19950503,23,317,750,177,648,207,20,769,361,498,764,151,99,340,153
19950504,692,461,103,401,419,608,765,232,163,982,228,975,660,706,534
19950505,117,337,283,155,900,436,127,445,794,58,122,517,151,932,982
19950506,874,91,466,621,746,906,445,31,458,217,164,17,1004,869,206
19950507,35,180,161,470,663,940,510,418,227,548,265,9,525,446,342
19950508,150,426,727,418,70,39,652,227,685,97,911,413,821,471,1012
19950509,935,957,729,81,678,974,522,934,161,101,475,925,614,895,395
19950510,54,1004,770,858,25,940,91,671,1018,813,918,341,959,416,777
19950511,716,547,885,559,583,745,432,170,987,520,162,487,919,412,848
19950512,109,589,599,607,170,908,415,946,921,367,299,326,26,767,647
19950513,567,248,372,452,555,973,827,704,421,420,698,347,189,446,668
19950514,341,671,3,3,503,867,872,205,215,868,630,842,603,36,71
19950515,549,347,40,570,318,684,137,813,97,57,708,820,65,444,304
19950516,151,243,210,593,358,378,483,472,929,393,256,708,679,496,702
19950517,823,620,768,785,306,466,822,911,784,586,881,754,192,387,203
19950518,655,218,760,819,373,515,526,2,968,41,668,989,975,871,436
19950519,566,258,713,516,88,858,276,425,970,355,661,681,983,689,722
19950520,180,740,930,882,570,541,648,673,802,115,511,665,904,369,989
19950521,546,876,567,674,247,93,599,901,512,458,411,773,470,895,150
19950522,197,967,69,178,526,511,890,394,182,794,503,687,664,243,70
19950523,661,47,676,189,1004,294,231,342,506,793,62,125,322,946,197
19950524,719,735,713,28,375,407,877,526,180,297,405,438,130,909,441
19950525,397,98,324,909,102,890,548,698,426,954,720,325,754,701,325
19950526,281,122,338,668,190,588,63,316,420,940,366,733,478,826,153
19950527,626,431,911,19,69,555,451,830,580,328,59,659,824,797,798
19950528,997,443,130,738,315,326,936,565,223,414,169,249,216,729,48
19950529,379,904,964,501,733,712,946,114,665,448,884,730,353,149,686
19950530,691,768,123,333,160,693,579,723,282,760,994,644,786,926,891
19950531,648,295,935,477,290,462,359,522,1010,182,192,421,424,860,449
19950601,416,718,398,295,246,1021,891,120,258,456,296,511,702,419,629
19950602,894,750,686,98,731,599,894,146,378,167,271,615,966,315,562
19950603,615,760,539,8,186,280,107,597,482,509,467,87,943,677,358
19950604,951,554,737,102,938,409,633,398,750,608,24,847,620,863,744
19950605,673,998,408,635,291,154,751,582,889,684,645,469,365,792,253
19950606,733,802,407,124,469,455,99,430,464,574,455,789,278,189,624
19950607,924,162,517,308,527,724,199,902,375,475,429,295,401,638,92
19950608,478,1006,221,610,939,916,369,884,727,192,638,529,545,681,470
19950609,233,390,521,719,378,226,602,322,64,67,781,60,519,836,71
19950610,216,533,497,609,596,947,761,705,47,875,722,107,729,871,430
19950611,428,839,74,923,785,992,729,814,677,744,824,670,772,513,363
19950612,434,690,623,970,627,775,384,528,600,101,870,965,169,438,421
19950613,810,373,74,524,51,101,87,755,47,905,63,469,694,393,397
19950614,771,673,825,750,621,539,975,412,652,881,170,171,106,516,73
19950615,228,186,91,673,681,693,829,96,238,561,369,867,706,528,761
19950616,672,639,505,777,364,816,22,108,176,31,855,745,796,597,993
19950617,194,608,91,159,268,611,597,308,799,594,452,664,196,349,29
19950618,418,952,809,453,123,694,111,3,899,37,876,901,1021,937,126
19950619,500,211,875,948,904,351,420,366,270,528,353,320,476,942,996
19950620,759,133,376,183,515,960,745,187,286,721,712,677,27,894,80
19950621,972,50,443,183,215,657,452,92,711,169,524,11,73,349,798
19950622,576,630,99,339,472,253,818,311,250,115,89,893,642,724,218
19950623,840,557,735,382,527,301,229,467,635,324,578,678,698,460,783
19950624,976,35,530,302,893,434,840,743,181,639,438,178,343,895,119
19950625,602,86,1004,750,309,360,403,731,54,902,735,729,613,895,229
19950626,141,931,502,57,163,373,258,451,804,65,122,62,218,522,239
19950627,455,259,583,722,448,980,447,761,949,635,81,854,685,694,81
19950628,978,666,591,738,922,90,113,624,345,933,114,572,867,83,491
19950629,1005,1015,419,574,259,675,10,918,1016,963,17,559,141,481,895
19950630,742,162,305,210,669,1011,588,269,827,772,14,449,968,470,178
19950701,394,539,1005,554,318,771,471,722,229,727,779,826,919,578,796
19950702,504,1011,547,643,1016,16,6,212,209,684,563,70,185,152,404
19950703,18,693,419,461,734,206,721,621,497,347,426,917,722,821,572
19950704,560,741,1004,286,835,869,629,89,354,576,973,273,241,424,207
19950705,835,333,220,311,937,969,987,933,110,295,573,460,371,262,894
19950706,106,390,830,579,728,711,1008,693,246,197,357,251,822,517,500
19950707,527,76,399,256,653,804,596,383,161,483,650,24,711,510,995
19950708,154,153,79,850,678,153,227,241,882,682,735,496,270,725,661
19950709,710,575,47,245,739,456,557,820,361,365,683,577,21,65,946
19950710,931,424,741,483,73,113,142,566,836,11,112,464,790,194,981
19950711,178,972,781,341,380,674,619,449,813,263,222,849,419,863,362
19950712,473,802,161,559,898,109,623,620,906,427,219,790,966,608,807
19950713,761,430,680,704,983,67,618,491,599,920,896,486,896,875,146
19950714,407,654,459,723,503,77,49,934,735,514,489,619,602,549,560
19950715,936,648,335,313,128,639,942,785,712,265,823,617,182,739,147
19950716,335,742,249,212,190,259,410,520,670,405,847,118,653,781,119
19950717,835,749,97,109,59,1017,617,242,828,22,394,198,466,485,851
19950718,711,517,722,480,824,843,87,273,729,628,365,1005,525,987,152
19950719,125,928,894,72,725,189,832,710,703,458,901,868,480,666,132
19950720,362,527,572,864,455,272,65,429,474,562,1013,37,83,750,415
19950721,175,504,613,447,458,363,742,504,447,721,56,218,502,168,483
19950722,700,687,899,157,208,182,1019,636,883,703,838,67,433,696,387
19950723,937,695,826,867,697,582,193,791,449,899,176,252,547,415,704
19950724,196,353,401,498,58,769,528,724,686,331,711,514,955,727,922
19950725,605,801,346,19,190,525,560,620,923,292,401,447,205,924,530
19950726,249,466,266,468,734,362,759,668,805,574,238,389,684,11,57
19950727,255,277,670,265,433,604,799,624,665,31,365,1022,615,23,865
19950728,68,501,722,997,420,285,991,972,974,163,977,673,30,183,581
19950729,961,641,59,13,176,564,240,905,445,302,881,710,791,406,64
19950730,270,32,343,359,615,255,988,359,429,1020,893,252,741,574,385
19950731,590,39,582,263,274,410,435,231,627,328,482,585,493,205,526
19950801,350,800,932,440,653,579,874,763,725,600,110,945,936,150,648
19950802,987,689,58,160,1011,312,373,248,603,957,643,71,215,869,879
19950803,798,453,19,362,639,330,738,351,314,1007,979,138,224,695,894
19950804,948,1011,608,844,163,574,715,521,296,725,286,301,566,444,862
19950805,728,338,725,853,35,186,285,391,839,401,695,473,737,582,38
19950806,648,939,59,780,319,166,433,287,832,753,910,177,289,750,487
19950807,354,941,534,153,635,266,311,840,84,1006,687,258,272,481,502
19950808,602,280,897,557,379,673,271,133,834,360,558,907,8,803,353
19950809,112,794,111,351,686,514,640,169,922,530,260,758,31,58,733
19950810,830,384,969,616,455,44,384,292,418,802,455,987,767,92,110
19950811,949,704,971,213,524,73,53,851,684,576,928,254,830,943,943
19950812,372,269,16,871,79,210,412,212,641,369,127,779,272,991,997
19950813,220,1021,400,762,463,512,938,114,282,875,356,973,81,913,809
19950814,269,727,539,546,264,75,50,242,952,773,223,80,978,554,925
19950815,633,900,667,13,880,128,70,784,236,856,917,149,154,138,337
19950816,964,98,510,663,890,731,60,653,917,217,531,919,309,57,419
19950817,203,60,325,269,609,159,286,213,267,257,642,526,495,514,326
19950818,480,654,886,461,349,771,370,79,809,936,591,4,669,313,716
19950819,758,792,404,944,1,563,199,942,556,590,1018,343,94,609,261
19950820,41,558,237,14,101,840,827,945,47,177,809,319,457,443,947
19950821,598,264,316,363,369,555,1000,881,90,603,312,393,135,467,809
19950822,73,396,571,902,445,591,341,197,902,121,232,569,188,394,106
19950823,878,533,710,731,427,200,965,908,664,133,776,610,754,5,368
19950824,993,4,246,232,540,32,555,309,721,165,16,519,866,245,251
19950825,318,691,866,211,213,816,386,952,594,21,408,875,984,312,414
19950826,524,151,185,67,623,404,994,137,318,155,696,457,849,205,31
19950827,599,513,216,751,72,1015,197,386,473,41,386,880,410,249,808
19950828,783,825,258,521,97,887,297,884,611,881,187,738,983,353,758
19950829,896,824,485,282,936,87,313,620,708,779,405,1020,310,891,646
19950830,685,861,48,480,259,939,972,503,948,106,224,320,47,393,358
19950831,221,587,253,863,620,888,870,304,280,499,414,840,330,947,65
19950901,271,816,639,505,747,697,730,281,17,876,751,1004,204,639,638
19950902,555,970,791,866,474,732,185,466,423,177,797,984,623,209,708
19950903,128,52,549,712,70,263,31,447,33,51,939,433,92,375,895
19950904,877,254,939,418,24,250,71,842,704,773,345,760,476,25,463
19950905,366,226,385,456,829,530,634,137,744,193,218,163,665,511,676
19950906,744,626,256,913,364,190,545,360,481,440,448,519,562,761,546
19950907,621,344,93,643,656,779,911,207,50,850,694,962,882,806,553
19950908,799,715,45,222,1013,1015,752,504,820,147,825,573,923,695,301
19950909,132,520,847,15,77,391,271,179,98,859,444,622,331,21,723
19950910,373,236,701,189,566,404,222,60,465,327,52,1003,289,195,950
19950911,957,995,9,34,118,345,763,249,869,623,769,208,266,473,24
19950912,467,992,785,513,863,349,112,223,506,0,638,404,909,724,820
19950913,815,967,657,1021,69,604,699,901,221,316,927,273,289,179,137
19950914,801,364,916,259,526,95,361,564,591,312,40,273,858,489,529
19950915,319,39,381,1021,841,726,450,16,311,379,300,109,52,783,211
19950916,530,820,40,709,57,326,281,322,112,341,542,897,992,45,688
19950917,130,65,504,770,762,464,741,1018,261,747,348,645,993,233,99
19950918,853,817,513,363,270,254,534,902,955,228,767,454,255,531,915
19950919,327,574,763,49,687,120,251,92,766,144,816,650,252,477,790
19950920,348,108,658,585,16,580,335,138,631,144,948,731,687,284,863
19950921,178,280,470,312,495,32,727,235,732,519,387,856,664,395,470
19950922,894,978,31,738,448,964,769,197,708,113,596,324,753,29,530
19950923,647,490,46,604,89,514,571,261,443,197,851,943,87,392,795
19950924,52,953,321,29,263,709,675,297,693,574,272,888,891,635,985
19950925,431,290,817,378,390,825,922,415,987,513,535,384,685,786,644
19950926,597,168,539,962,354,356,350,46,853,618,275,700,726,11,381
19950927,320,319,990,312,715,473,895,192,890,55,152,1017,857,920,724
19950928,95,175,89,247,631,593,588,459,497,77,63,723,620,680,415
19950929,661,214,959,395,531,394,66,250,739,543,960,87,733,478,803
19950930,218,143,475,481,946,124,110,340,589,840,48,534,366,894,948
19951001,1005,694,521,997,499,833,77,915,416,627,550,902,341,372,988
19951002,223,1003,914,205,268,179,680,816,486,282,703,95,107,587,486
19951003,870,822,912,266,748,113,867,665,682,238,1018,762,894,479,891
19951004,327,144,996,970,739,301,349,528,780,902,672,782,471,507,53
19951005,303,844,305,94,452,770,326,993,969,739,307,153,637,980,445
19951006,905,207,532,989,862,290,266,151,775,533,136,828,621,58,203
19951007,894,933,377,568,736,870,307,888,132,516,842,552,516,202,988
19951008,96,540,782,937,208,420,997,167,220,418,369,593,584,99,534
19951009,379,891,214,614,108,490,289,41,995,125,482,215,897,155,563
19951010,905,1008,208,763,44,300,687,359,801,596,807,201,1001,278,979
19951011,538,963,615,858,776,130,603,856,142,298,500,434,284,754,984
19951012,942,51,703,794,605,717,644,861,445,685,869,148,95,852,684
19951013,563,755,329,313,968,267,867,970,724,797,359,81,204,292,960
19951014,892,591,745,64,145,724,280,844,808,515,467,504,908,249,221
19951015,216,305,930,98,442,49,998,953,421,422,228,949,42,452,645
19951016,888,158,828,239,319,412,1007,39,611,1016,697,939,426,138,794
19951017,742,919,410,195,413,242,872,338,187,789,72,999,20,244,984
19951018,347,591,405,478,703,702,37,130,91,111,859,249,151,400,237
19951019,145,1023,918,708,425,983,178,980,66,819,140,51,950,876,646
19951020,808,393,586,407,714,549,245,66,955,941,328,803,839,925,974
19951021,825,33,919,480,827,599,536,621,189,556,304,984,593,486,428
19951022,733,383,165,482,395,324,995,534,998,87,780,684,896,165,360
19951023,651,125,234,84,436,203,316,825,308,878,913,736,41,52,411
19951024,284,990,322,159,123,587,731,491,394,547,311,82,237,582,730
19951025,477,87,323,829,93,581,933,190,643,978,758,1012,351,142,152
19951026,477,974,249,780,516,998,295,444,350,566,730,206,774,547,176
19951027,691,759,399,881,862,571,518,360,824,908,733,548,1018,108,63
19951028,592,148,773,953,604,107,802,644,158,660,720,505,188,877,218
19951029,755,42,215,948,319,82,318,968,340,627,86,316,502,703,463
19951030,621,994,153,380,410,815,963,604,629,758,592,329,769,401,9
19951031,190,638,558,405,215,517,320,307,526,696,464,463,432,256,341
19951101,892,933,898,266,907,91,947,259,776,706,255,772,196,354,335
19951102,500,156,42,676,1015,229,560,822,649,363,242,441,62,992,942
19951103,602,579,306,458,581,496,27,40,459,155,845,386,320,373,80
19951104,641,758,814,506,22,240,191,725,696,222,971,37,184,877,61
19951105,757,673,287,398,885,423,258,366,367,393,835,649,992,130,610
19951106,980,405,309,175,18,621,828,590,725,572,212,279,309,248,560
19951107,988,173,14,514,53,664,685,899,581,145,984,598,733,117,312
19951108,140,249,49,247,195,514,491,133,893,126,570,997,281,132,421
19951109,310,693,755,337,818,250,528,181,834,58,52,370,341,604,87
19951110,82,331,101,143,913,38,439,458,142,609,36,29,721,815,789
19951111,480,188,349,231,219,117,229,383,16,903,577,444,946,131,788
19951112,641,546,1006,250,572,658,86,472,721,152,307,971,339,790,970
19951113,211,720,540,419,194,979,162,42,630,436,437,398,30,747,168
19951114,953,287,137,201,570,572,411,807,170,101,967,441,606,1013,885
19951115,634,323,819,614,565,732,225,616,262,974,608,287,194,797,652
19951116,767,234,792,765,286,971,30,272,553,610,618,417,394,271,1008
19951117,508,931,679,1023,707,314,542,755,516,630,556,361,624,10,640
19951118,623,962,135,47,971,511,574,861,150,421,546,558,380,136,943
19951119,700,51,184,247,459,985,874,293,59,226,246,627,482,521,297
19951120,469,158,460,48,656,47,591,278,433,118,812,713,340,694,355
19951121,177,473,356,968,307,253,225,508,394,51,936,312,441,460,252
19951122,920,291,651,43,367,785,751,746,288,513,1002,775,809,627,894
19951123,135,138,253,723,105,360,904,832,49,604,593,983,222,386,995
19951124,726,185,905,998,123,32,413,208,1019,379,331,306,14,838,488
19951125,836,859,283,717,727,215,361,230,646,96,413,253,377,151,874
19951126,716,354,446,355,910,419,691,321,203,421,686,730,329,205,822
19951127,408,921,901,428,426,38,905,775,189,781,709,198,881,631,858
19951128,798,155,165,683,697,183,483,421,211,721,994,708,171,745,566
19951129,355,738,850,459,605,533,147,600,87,831,122,132,428,591,26
19951130,218,701,154,262,679,792,723,183,137,913,864,504,56,195,130
19951201,220,26,477,35,642,189,29,541,350,8,628,916,283,633,792
19951202,952,420,428,448,411,187,450,253,454,3,845,27,290,597,470
19951203,815,602,346,707,648,557,1019,341,597,404,727,735,456,173,64
19951204,105,978,889,1011,478,120,5,495,33,806,489,796,561,144,396
19951205,344,853,955,498,560,818,21,452,592,149,171,405,837,213,475
19951206,981,1018,780,231,913,751,946,381,544,912,153,734,491,729,952
19951207,169,75,640,876,466,219,667,685,89,815,1014,746,333,959,164
19951208,894,9,39,305,419,170,623,109,170,381,44,862,16,813,214
19951209,215,577,463,780,374,251,857,883,5,293,680,145,876,70,300
19951210,863,153,662,729,1012,754,392,65,980,642,49,644,182,740,35
19951211,589,76,741,519,922,106,455,21,293,884,346,609,102,148,940
19951212,301,1021,141,420,751,688,170,969,963,455,938,87,892,273,513
19951213,29,320,774,934,422,482,763,27,278,711,804,533,528,958,1000
19951214,392,588,150,768,539,541,102,986,770,123,173,567,360,170,381
19951215,726,661,542,712,544,916,712,843,529,507,173,286,572,444,709
19951216,93,103,899,610,994,609,701,864,664,218,609,119,942,442,549
19951217,22,732,645,39,207,542,783,426,905,158,928,740,589,1000,325
19951218,98,779,424,75,910,34,854,516,703,568,210,751,90,232,848
19951219,974,135,893,117,1017,718,965,934,382,680,331,467,287,544,674
19951220,486,300,623,632,83,297,287,272,813,872,965,685,130,699,229
19951221,750,418,330,788,600,172,819,520,964,735,309,300,1009,926,545
19951222,595,447,171,792,432,144,368,810,50,593,937,39,852,966,407
19951223,307,780,776,246,484,485,876,127,53,733,76,8,576,862,258
19951224,690,56,34,420,47,505,571,180,998,463,238,803,890,420,871
19951225,642,8,320,848,442,567,9,952,806,705,566,523,663,506,535
19951226,650,581,727,466,897,764,971,223,32,980,57,934,157,759,276
19951227,900,898,423,382,535,287,424,172,155,287,70,953,14,784,870
19951228,353,931,94,485,851,74,834,694,654,136,77,521,337,963,58
19951229,424,509,915,485,406,164,520,860,330,897,438,755,368,585,704
19951230,628,68,671,66,287,132,295,461,126,910,256,561,245,735,942
19951231,1005,280,64,419,463,965,173,891,482,326,5,301,1021,817,94
19960101,293,537,844,959,128,677,804,359,454,826,514,714,102,179,318
19960102,910,163,493,455,29,96,395,29,267,223,416,301,682,796,927
19960103,597,828,255,825,797,100,224,898,610,875,506,863,725,779,467
19960104,943,441,259,565,327,696,410,317,473,321,854,848,626,797,757
19960105,69,498,520,382,972,890,814,137,6,850,895,1002,894,152,683
19960106,450,964,268,309,35,178,122,692,480,873,776,768,99,891,148
19960107,877,149,289,948,411,700,911,94,169,673,310,481,695,940,979
19960108,139,247,573,980,784,60,417,654,828,452,761,678,367,717,815
19960109,265,456,948,640,195,567,1008,496,606,74,331,367,609,726,726
19960110,214,558,653,833,718,866,683,371,869,753,55,928,279,14,184
19960111,516,762,459,512,747,760,704,19,713,362,706,277,834,830,556
19960112,47,569,970,228,589,390,237,532,320,213,389,370,297,806,344
19960113,410,144,714,690,48,299,717,344,412,293,944,906,75,1022,975
19960114,770,18,557,117,1005,801,332,598,307,918,54,757,976,353,86
19960115,893,388,94,901,408,514,656,630,60,71,826,303,174,107,297
19960116,851,675,708,821,441,984,324,412,488,267,588,34,220,344,949
19960117,488,420,351,357,586,516,100,501,434,21,617,998,381,548,916
19960118,994,504,157,253,921,543,704,725,995,686,745,46,442,258,651
19960119,914,878,785,119,337,377,44,418,811,49,525,629,666,975,134
19960120,173,501,155,442,321,776,948,928,562,902,411,321,443,709,789
19960121,306,201,239,771,477,217,658,774,633,240,55,522,233,272,305
19960122,783,763,987,703,804,300,571,896,320,943,567,274,377,720,423
19960123,474,1020,208,899,65,746,471,919,709,675,869,784,632,462,210
19960124,158,57,377,745,928,303,293,297,446,231,910,35,603,543,207
19960125,185,981,584,982,93,953,647,572,158,975,764,661,134,391,596
19960126,37,890,501,491,106,408,424,923,943,652,355,742,126,148,427
19960127,5,362,885,63,683,177,656,738,622,460,839,652,916,966,704
19960128,103,967,884,636,678,145,605,448,841,923,264,817,176,768,411
19960129,755,1016,220,176,701,311,656,994,292,281,549,626,679,538,21
19960130,405,475,329,752,852,105,928,564,945,340,859,172,176,156,405
19960131,166,196,996,742,936,250,469,220,499,173,11,398,316,452,226
19960201,132,763,96,304,892,314,1003,620,96,612,641,525,57,1019,116
19960202,459,11,906,717,421,340,110,868,816,814,131,400,976,995,567
19960203,559,784,159,502,871,289,40,632,62,578,469,690,358,977,832
19960204,781,805,1008,519,593,999,874,728,86,859,910,330,99,615,316
19960205,1001,916,359,120,618,697,784,306,106,295,831,645,37,870,255
19960206,926,164,270,164,416,877,90,611,162,899,888,414,65,577,706
19960207,1006,439,491,511,736,316,726,65,940,678,591,575,480,377,663
19960208,650,295,398,744,587,662,30,195,646,133,881,124,224,575,669
19960209,738,155,440,863,769,974,915,996,112,149,919,831,683,582,713
19960210,700,205,864,482,199,1005,388,814,988,443,736,29,578,236,279
19960211,106,898,748,113,841,107,184,868,498,905,664,608,28,962,114
19960212,909,602,381,277,883,933,292,983,476,633,493,649,371,891,862
19960213,682,884,185,5,675,953,366,222,727,827,558,259,263,264,449
19960214,525,1011,215,242,486,61,70,591,617,364,500,829,991,362,105
19960215,59,929,1008,422,281,509,567,103,418,386,908,67,521,112,109
19960216,939,1012,907,350,825,926,1022,711,764,132,321,641,405,428,245
19960217,2,145,389,402,454,617,448,221,999,393,209,371,445,138,158
19960218,6,267,571,983,567,539,145,457,136,547,259,145,813,26,743
19960219,512,834,882,85,771,808,591,456,731,432,378,631,864,377,176
19960220,709,839,552,617,567,341,927,146,42,738,340,646,831,112,137
19960221,608,751,561,352,23,110,445,445,456,352,139,456,664,290,718
19960222,845,1001,1010,22,708,445,897,866,499,746,403,306,473,255,114
19960223,190,760,320,91,527,274,435,341,828,528,419,113,884,623,774
19960224,57,879,392,269,890,777,4,609,128,409,1019,633,604,248,371
19960225,360,733,688,772,270,973,610,509,829,341,959,450,656,738,253
19960226,885,744,919,938,481,529,333,598,574,31,428,249,566,8,953
19960227,495,336,51,770,879,951,204,745,1011,642,359,1020,907,538,41
19960228,685,436,867,14,857,708,143,745,721,985,227,135,35,781,81
19960229,255,124,840,11,592,823,657,346,266,368,389,691,247,458,22
19960301,362,157,58,731,981,404,291,565,614,525,948,313,359,263,49
19960302,802,938,525,588,936,796,723,114,690,495,969,188,990,575,285
19960303,270,504,869,533,959,444,393,787,1,343,35,871,285,103,838
19960304,63,638,997,364,313,92,804,930,748,320,220,358,485,808,379
19960305,214,876,401,872,573,134,607,490,396,346,170,414,129,369,524
19960306,215,695,812,984,361,794,990,859,476,722,665,744,146,414,431
19960307,198,152,525,554,162,491,1006,857,51,257,462,790,78,624,818
19960308,109,1003,560,131,861,664,143,52,712,182,963,324,698,3,608
19960309,409,134,19,449,341,413,960,342,30,307,549,296,394,727,614
19960310,925,501,28,958,756,50,631,948,548,405,665,670,524,581,267
19960311,372,235,408,641,776,639,148,230,366,589,297,941,463,612,908
19960312,373,111,432,507,122,296,226,436,30,55,726,395,146,144,1020
19960313,122,670,22,512,853,167,23,119,158,480,200,481,161,706,1006
19960314,428,675,702,239,399,256,47,378,250,992,526,836,25,534,139
19960315,877,272,816,664,909,185,67,788,16,447,866,619,279,255,555
19960316,112,784,136,898,896,340,203,126,36,179,121,538,71,676,74
19960317,70,583,867,883,863,54,958,479,883,787,825,517,779,295,290
19960318,71,343,512,976,396,217,405,383,38,735,807,502,595,152,920
19960319,285,717,173,974,857,78,680,555,18,13,257,771,664,695,878
19960320,792,456,155,448,128,648,199,861,106,506,1014,662,649,643,991
19960321,329,979,691,515,712,261,72,279,123,879,898,722,635,803,905
19960322,773,269,660,760,755,131,686,370,253,381,72,846,761,751,76
19960323,901,803,324,103,851,108,798,753,71,692,740,22,403,433,330
19960324,274,425,677,201,350,205,209,1015,575,449,221,609,117,443,854
19960325,491,566,974,519,366,19,113,243,140,208,803,751,287,653,731
19960326,386,766,72,90,195,168,950,644,15,579,459,136,771,643,659
19960327,440,607,960,818,756,619,855,28,104,13,62,686,94,974,378
19960328,395,110,663,68,664,907,81,566,604,210,740,522,680,800,319
19960329,115,73,511,228,28,179,624,460,124,140,931,70,661,689,490
19960330,789,789,1005,74,980,685,168,524,475,87,504,65,678,452,412
19960331,467,287,1003,759,878,402,422,179,1005,465,288,406,675,311,86
19960401,580,981,806,851,16,554,447,803,971,266,179,27,246,280,23
19960402,467,929,342,377,824,848,281,682,562,418,1009,738,352,746,466
19960403,497,3,319,363,238,453,966,1013,378,710,155,702,527,232,996
19960404,108,681,865,1022,695,859,670,144,391,366,294,50,125,277,661
19960405,415,919,420,735,321,960,550,991,736,547,538,797,857,15,212
19960406,176,158,722,293,311,743,218,806,290,365,12,156,735,44,123
19960407,173,542,474,985,638,809,246,129,758,989,876,126,666,94,428
19960408,351,1008,440,634,487,403,148,143,517,692,597,61,112,582,611
19960409,875,1022,210,874,588,668,363,327,806,531,842,515,276,626,386
19960410,867,486,767,279,112,834,111,858,198,332,166,735,594,513,576
19960411,435,72,710,518,495,860,509,180,978,321,381,113,893,271,376
19960412,928,883,549,124,595,481,495,517,750,542,140,738,191,523,253
19960413,941,438,352,489,848,582,726,692,512,24,270,414,734,21,648
19960414,124,116,103,856,342,731,122,366,501,914,19,672,407,490,310
19960415,363,748,942,585,267,82,645,707,970,197,272,142,72,234,522
19960416,371,458,299,125,189,109,387,651,840,777,108,32,33,466,212
19960417,711,96,740,713,537,321,848,862,541,293,878,610,525,285,623
19960418,1014,885,881,22,794,1015,640,204,269,370,779,167,0,703,565
19960419,150,423,177,966,768,445,220,48,616,299,184,720,905,697,187
19960420,157,672,699,742,968,1,820,423,243,701,991,505,165,773,985
19960421,722,994,660,309,506,743,474,561,571,377,277,31,119,76,528
19960422,490,990,513,560,599,218,134,107,425,180,600,63,282,960,788
19960423,459,830,614,269,121,15,768,1016,710,396,514,536,1020,356,746
19960424,993,165,948,389,755,148,783,467,536,876,838,922,159,734,832
19960425,62,911,319,312,72,510,637,411,304,323,152,956,7,518,395
19960426,808,823,275,267,108,51,182,500,384,207,211,799,889,545,332
19960427,746,722,170,754,328,422,657,520,61,18,515,356,824,872,552
19960428,38,333,353,220,899,770,961,83,863,841,684,11,232,978,23
19960429,830,245,319,240,310,138,205,175,449,672,865,392,187,599,177
19960430,616,11,799,445,726,645,848,346,782,617,386,1001,851,347,248
19960501,787,614,281,493,398,696,397,876,225,103,590,555,480,698,288
19960502,403,752,295,160,451,349,736,298,677,608,189,332,92,368,353
19960503,104,111,718,495,77,814,586,521,400,620,5,355,742,865,873
19960504,884,526,545,117,218,781,144,644,54,145,47,166,108,582,441
19960505,73,617,584,365,71,1013,102,772,111,861,726,694,929,961,337
19960506,496,24,775,218,950,782,783,394,305,4,799,807,79,319,611
19960507,563,979,241,744,488,876,942,222,1020,716,303,17,675,280,127
19960508,187,730,942,596,500,197,977,101,646,133,777,869,493,44,314
19960509,770,1022,172,132,494,814,144,12,621,549,232,524,450,134,201
19960510,775,190,651,939,34,706,1010,268,415,877,588,333,582,708,669
19960511,431,696,405,1015,990,459,194,113,572,862,776,623,879,72,685
19960512,219,572,675,36,493,375,389,658,833,93,325,697,183,348,524
19960513,579,878,314,250,547,142,958,1000,414,733,846,292,865,646,788
19960514,425,594,894,576,750,106,468,700,53,428,911,606,654,884,13
19960515,376,309,8,141,626,433,988,956,238,67,104,526,192,594,603
19960516,377,52,190,214,681,304,354,286,710,177,937,445,886,331,84
19960517,551,391,482,322,954,276,728,847,397,766,997,187,999,179,82
19960518,236,697,487,920,251,507,966,650,403,497,694,22,461,574,336
19960519,266,920,913,486,969,980,607,595,110,992,1005,300,927,455,776
19960520,432,695,769,519,557,918,400,73,581,788,74,502,407,320,874
19960521,1018,930,63,282,448,7,803,291,491,428,798,516,549,583,836
19960522,974,530,344,237,550,117,869,140,522,867,809,269,958,140,781
19960523,567,203,22,527,145,392,785,170,533,506,949,285,418,789,1013
19960524,548,705,964,735,680,136,449,393,352,126,1001,973,656,866,182
